"Lat","Long","Date","Tmin","Tmax","Tmean","Year","Month","ChillYear"
48.3,15.35,1951-01-01,-9.1299997959286,-4.44999990053475,-6.78999984823167,1951,1,1951
48.3,15.35,1951-01-02,-8.53999980911613,-3.68999991752207,-6.1149998633191,1951,1,1951
48.3,15.35,1951-01-03,-6.07999986410141,-0.159999996423721,-3.11999993026257,1951,1,1951
48.3,15.35,1951-01-04,-3.07999993115664,1.21999997273088,-0.92999997921288,1951,1,1951
48.3,15.35,1951-01-05,-2.20999995060265,1.87999995797873,-0.164999996311963,1951,1,1951
48.3,15.35,1951-01-06,-3.4999999217689,1.91999995708466,-0.789999982342124,1951,1,1951
48.3,15.35,1951-01-07,-1.719999961555,3.7899999152869,1.03499997686595,1951,1,1951
48.3,15.35,1951-01-08,-2.16999995149672,4.4799998998642,1.15499997418374,1951,1,1951
48.3,15.35,1951-01-09,-0.819999981671572,5.36999987997115,2.27499994914979,1951,1,1951
48.3,15.35,1951-01-10,-2.75999993830919,3.68999991752207,0.46499998960644,1951,1,1951
48.3,15.35,1951-01-11,-3.0399999320507,4.42999990098178,0.694999984465539,1951,1,1951
48.3,15.35,1951-01-12,-4.02999990992248,2.28999994881451,-0.869999980553985,1951,1,1951
48.3,15.35,1951-01-13,-2.75999993830919,1.64999996311963,-0.554999987594783,1951,1,1951
48.3,15.35,1951-01-14,-2.48999994434416,2.56999994255602,0.0399999991059303,1951,1,1951
48.3,15.35,1951-01-15,-1.1499999742955,3.42999992333353,1.13999997451901,1951,1,1951
48.3,15.35,1951-01-16,-3.53999992087483,3.73999991640449,0.0999999977648258,1951,1,1951
48.3,15.35,1951-01-17,-1.52999996580184,2.19999995082617,0.334999992512167,1951,1,1951
48.3,15.35,1951-01-18,-2.73999993875623,2.10999995283782,-0.314999992959201,1951,1,1951
48.3,15.35,1951-01-19,-1.82999995909631,3.44999992288649,0.809999981895089,1951,1,1951
48.3,15.35,1951-01-20,-0.569999987259507,2.57999994233251,1.0049999775365,1951,1,1951
48.3,15.35,1951-01-21,-0.569999987259507,1.69999996200204,0.564999987371266,1951,1,1951
48.3,15.35,1951-01-22,-2.50999994389713,1.34999996982515,-0.57999998703599,1951,1,1951
48.3,15.35,1951-01-23,-7.47999983280897,-0.859999980777502,-4.16999990679324,1951,1,1951
48.3,15.35,1951-01-24,-3.57999991998076,0.0999999977648258,-1.73999996110797,1951,1,1951
48.3,15.35,1951-01-25,-2.45999994501472,-0.279999993741512,-1.36999996937811,1951,1,1951
48.3,15.35,1951-01-26,-3.51999992132187,-1.06999997608364,-2.29499994870275,1951,1,1951
48.3,15.35,1951-01-27,-2.71999993920326,0.639999985694885,-1.03999997675419,1951,1,1951
48.3,15.35,1951-01-28,-1.26999997161329,1.02999997697771,-0.119999997317791,1951,1,1951
48.3,15.35,1951-01-29,-1.00999997742474,2.43999994546175,0.714999984018505,1951,1,1951
48.3,15.35,1951-01-30,-1.22999997250736,1.72999996133149,0.249999994412065,1951,1,1951
48.3,15.35,1951-01-31,-1.55999996513128,1.7799999602139,0.109999997541308,1951,1,1951
48.3,15.35,1951-02-01,-1.42999996803701,2.08999995328486,0.329999992623925,1951,2,1951
48.3,15.35,1951-02-02,-0.719999983906746,1.91999995708466,0.599999986588955,1951,2,1951
48.3,15.35,1951-02-03,-4.06999990902841,0.729999983683228,-1.66999996267259,1951,2,1951
48.3,15.35,1951-02-04,-6.21999986097217,-1.05999997630715,-3.63999991863966,1951,2,1951
48.3,15.35,1951-02-05,-4.40999990142882,-1.93999995663762,-3.17499992903322,1951,2,1951
48.3,15.35,1951-02-06,-2.4699999447912,4.45999990031123,0.994999977760017,1951,2,1951
48.3,15.35,1951-02-07,0.499999988824129,5.57999987527728,3.0399999320507,1951,2,1951
48.3,15.35,1951-02-08,0.92999997921288,5.70999987237155,3.31999992579222,1951,2,1951
48.3,15.35,1951-02-09,0.0399999991059303,5.66999987326562,2.85499993618578,1951,2,1951
48.3,15.35,1951-02-10,0.229999994859099,5.15999988466501,2.69499993976206,1951,2,1951
48.3,15.35,1951-02-11,1.06999997608364,6.05999986454844,3.56499992031604,1951,2,1951
48.3,15.35,1951-02-12,-0.279999993741512,3.92999991215765,1.82499995920807,1951,2,1951
48.3,15.35,1951-02-13,-0.729999983683228,6.86999984644353,3.06999993138015,1951,2,1951
48.3,15.35,1951-02-14,-0.439999990165234,9.01999979838729,4.28999990411103,1951,2,1951
48.3,15.35,1951-02-15,0.689999984577298,5.5099998768419,3.0999999307096,1951,2,1951
48.3,15.35,1951-02-16,-0.749999983236194,7.27999983727932,3.26499992702156,1951,2,1951
48.3,15.35,1951-02-17,-1.38999996893108,4.7099998947233,1.65999996289611,1951,2,1951
48.3,15.35,1951-02-18,-1.0899999756366,6.06999986432493,2.48999994434416,1951,2,1951
48.3,15.35,1951-02-19,-1.17999997362494,3.77999991551042,1.29999997094274,1951,2,1951
48.3,15.35,1951-02-20,-3.87999991327524,3.23999992758036,-0.319999992847443,1951,2,1951
48.3,15.35,1951-02-21,-1.28999997116625,5.46999987773597,2.08999995328486,1951,2,1951
48.3,15.35,1951-02-22,-2.51999994367361,4.11999990791082,0.799999982118607,1951,2,1951
48.3,15.35,1951-02-23,-1.47999996691942,4.55999989807606,1.53999996557832,1951,2,1951
48.3,15.35,1951-02-24,-1.98999995552003,3.84999991394579,0.92999997921288,1951,2,1951
48.3,15.35,1951-02-25,-3.65999991819263,5.03999988734722,0.689999984577298,1951,2,1951
48.3,15.35,1951-02-26,-0.519999988377094,2.8699999358505,1.1749999737367,1951,2,1951
48.3,15.35,1951-02-27,-2.07999995350838,1.69999996200204,-0.189999995753169,1951,2,1951
48.3,15.35,1951-02-28,-2.60999994166195,2.04999995417893,-0.279999993741512,1951,2,1951
48.3,15.35,1951-03-01,-3.83999991416931,0.689999984577298,-1.57499996479601,1951,3,1951
48.3,15.35,1951-03-02,-5.37999987974763,-1.05999997630715,-3.21999992802739,1951,3,1951
48.3,15.35,1951-03-03,-5.30999988131225,-0.589999986812472,-2.94999993406236,1951,3,1951
48.3,15.35,1951-03-04,-4.26999990455806,-0.629999985918403,-2.44999994523823,1951,3,1951
48.3,15.35,1951-03-05,-6.14999986253679,-2.15999995172024,-4.15499990712851,1951,3,1951
48.3,15.35,1951-03-06,-5.21999988332391,-0.549999987706542,-2.88499993551522,1951,3,1951
48.3,15.35,1951-03-07,-4.9399998895824,2.55999994277954,-1.18999997340143,1951,3,1951
48.3,15.35,1951-03-08,-1.3799999691546,2.30999994836748,0.46499998960644,1951,3,1951
48.3,15.35,1951-03-09,1.61999996379018,6.14999986253679,3.88499991316348,1951,3,1951
48.3,15.35,1951-03-10,-0.0599999986588955,3.14999992959201,1.54499996546656,1951,3,1951
48.3,15.35,1951-03-11,-2.25999994948506,0.369999991729856,-0.944999978877604,1951,3,1951
48.3,15.35,1951-03-12,-3.58999991975725,1.50999996624887,-1.03999997675419,1951,3,1951
48.3,15.35,1951-03-13,-1.35999996960163,5.83999986946583,2.2399999499321,1951,3,1951
48.3,15.35,1951-03-14,-0.789999982342124,8.65999980643392,3.9349999120459,1951,3,1951
48.3,15.35,1951-03-15,1.88999995775521,9.68999978341162,5.78999987058342,1951,3,1951
48.3,15.35,1951-03-16,0.229999994859099,9.66999978385866,4.94999988935888,1951,3,1951
48.3,15.35,1951-03-17,0.699999984353781,10.1899997722358,5.44499987829477,1951,3,1951
48.3,15.35,1951-03-18,0.779999982565641,11.6899997387081,6.23499986063689,1951,3,1951
48.3,15.35,1951-03-19,4.1899999063462,14.1599996834993,9.17499979492277,1951,3,1951
48.3,15.35,1951-03-20,4.13999990746379,12.909999711439,8.5249998094514,1951,3,1951
48.3,15.35,1951-03-21,1.43999996781349,9.14999979548156,5.29499988164753,1951,3,1951
48.3,15.35,1951-03-22,-3.3899999242276,2.02999995462596,-0.679999984800816,1951,3,1951
48.3,15.35,1951-03-23,-4.69999989494681,5.45999987795949,0.379999991506338,1951,3,1951
48.3,15.35,1951-03-24,-0.179999995976686,7.9799998216331,3.89999991282821,1951,3,1951
48.3,15.35,1951-03-25,-0.259999994188547,10.899999756366,5.31999988108873,1951,3,1951
48.3,15.35,1951-03-26,-0.379999991506338,3.73999991640449,1.67999996244907,1951,3,1951
48.3,15.35,1951-03-27,-2.45999994501472,3.94999991171062,0.744999983347952,1951,3,1951
48.3,15.35,1951-03-28,-1.23999997228384,8.46999981068075,3.61499991919845,1951,3,1951
48.3,15.35,1951-03-29,0.149999996647239,5.41999987885356,2.7849999377504,1951,3,1951
48.3,15.35,1951-03-30,-1.46999996714294,4.85999989137053,1.6949999621138,1951,3,1951
48.3,15.35,1951-03-31,-3.53999992087483,5.45999987795949,0.959999978542328,1951,3,1951
48.3,15.35,1951-04-01,-0.879999980330467,8.38999981246889,3.75499991606921,1951,4,1951
48.3,15.35,1951-04-02,1.35999996960163,7.30999983660877,4.3349999031052,1951,4,1951
48.3,15.35,1951-04-03,-0.299999993294477,12.7799997143447,6.23999986052513,1951,4,1951
48.3,15.35,1951-04-04,2.10999995283782,9.00999979861081,5.55999987572432,1951,4,1951
48.3,15.35,1951-04-05,0.409999990835786,10.339999768883,5.37499987985939,1951,4,1951
48.3,15.35,1951-04-06,0.209999995306134,12.2699997257441,6.23999986052513,1951,4,1951
48.3,15.35,1951-04-07,2.42999994568527,12.8099997136742,7.61999982967973,1951,4,1951
48.3,15.35,1951-04-08,1.5499999653548,15.9399996437132,8.74499980453402,1951,4,1951
48.3,15.35,1951-04-09,2.60999994166195,10.9399997554719,6.77499984856695,1951,4,1951
48.3,15.35,1951-04-10,1.53999996557832,10.8599997572601,6.1999998614192,1951,4,1951
48.3,15.35,1951-04-11,1.9499999564141,8.01999982073903,4.98499988857657,1951,4,1951
48.3,15.35,1951-04-12,2.67999994009733,8.78999980352819,5.73499987181276,1951,4,1951
48.3,15.35,1951-04-13,0.779999982565641,8.99999979883432,4.88999989069998,1951,4,1951
48.3,15.35,1951-04-14,-1.719999961555,11.3499997463077,4.81499989237636,1951,4,1951
48.3,15.35,1951-04-15,1.29999997094274,11.4299997445196,6.36499985773116,1951,4,1951
48.3,15.35,1951-04-16,0.589999986812472,6.6599998511374,3.62499991897494,1951,4,1951
48.3,15.35,1951-04-17,-2.12999995239079,12.1099997293204,4.98999988846481,1951,4,1951
48.3,15.35,1951-04-18,1.719999961555,17.6099996063858,9.66499978397042,1951,4,1951
48.3,15.35,1951-04-19,3.81999991461635,15.7099996488541,9.76499978173524,1951,4,1951
48.3,15.35,1951-04-20,4.05999990925193,16.2399996370077,10.1499997731298,1951,4,1951
48.3,15.35,1951-04-21,3.97999991104007,11.7199997380376,7.84999982453883,1951,4,1951
48.3,15.35,1951-04-22,2.91999993473291,13.8599996902049,8.38999981246889,1951,4,1951
48.3,15.35,1951-04-23,0.599999986588955,8.18999981693923,4.39499990176409,1951,4,1951
48.3,15.35,1951-04-24,-1.7799999602139,9.94999977760017,4.08499990869313,1951,4,1951
48.3,15.35,1951-04-25,-0.0799999982118607,15.9399996437132,7.92999982275069,1951,4,1951
48.3,15.35,1951-04-26,3.96999991126359,19.0799995735288,11.5249997423962,1951,4,1951
48.3,15.35,1951-04-27,6.03999986499548,19.9899995531887,13.0149997090921,1951,4,1951
48.3,15.35,1951-04-28,7.06999984197319,18.1399995945394,12.6049997182563,1951,4,1951
48.3,15.35,1951-04-29,6.94999984465539,15.7299996484071,11.3399997465312,1951,4,1951
48.3,15.35,1951-04-30,5.01999988779426,12.619999717921,8.81999980285764,1951,4,1951
48.3,15.35,1951-05-01,4.83999989181757,10.8699997570366,7.85499982442707,1951,5,NA
48.3,15.35,1951-05-02,3.40999992378056,14.2199996821582,8.8149998029694,1951,5,NA
48.3,15.35,1951-05-03,9.16999979503453,18.3199995905161,13.7449996927753,1951,5,NA
48.3,15.35,1951-05-04,10.0599997751415,15.4099996555597,12.7349997153506,1951,5,NA
48.3,15.35,1951-05-05,9.33999979123473,16.0099996421486,12.6749997166917,1951,5,NA
48.3,15.35,1951-05-06,7.50999983213842,11.189999749884,9.34999979101121,1951,5,NA
48.3,15.35,1951-05-07,6.31999985873699,14.3099996801466,10.3149997694418,1951,5,NA
48.3,15.35,1951-05-08,4.8199998922646,16.8499996233732,10.8349997578189,1951,5,NA
48.3,15.35,1951-05-09,7.17999983951449,16.1899996381253,11.6849997388199,1951,5,NA
48.3,15.35,1951-05-10,6.58999985270202,16.3099996354431,11.4499997440726,1951,5,NA
48.3,15.35,1951-05-11,7.23999983817339,11.8199997358024,9.5299997869879,1951,5,NA
48.3,15.35,1951-05-12,4.55999989807606,8.95999979972839,6.75999984890223,1951,5,NA
48.3,15.35,1951-05-13,2.87999993562698,9.05999979749322,5.9699998665601,1951,5,NA
48.3,15.35,1951-05-14,1.3799999691546,12.2799997255206,6.8299998473376,1951,5,NA
48.3,15.35,1951-05-15,4.29999990388751,14.4499996770173,9.37499979045242,1951,5,NA
48.3,15.35,1951-05-16,5.28999988175929,12.0699997302145,8.67999980598688,1951,5,NA
48.3,15.35,1951-05-17,4.05999990925193,12.2899997252971,8.17499981727451,1951,5,NA
48.3,15.35,1951-05-18,1.7799999602139,14.5099996756762,8.14499981794506,1951,5,NA
48.3,15.35,1951-05-19,4.55999989807606,16.6099996287376,10.5849997634068,1951,5,NA
48.3,15.35,1951-05-20,6.13999986276031,18.4999995864928,12.3199997246265,1951,5,NA
48.3,15.35,1951-05-21,7.87999982386827,19.5599995627999,13.7199996933341,1951,5,NA
48.3,15.35,1951-05-22,8.3799998126924,19.4499995652586,13.9149996889755,1951,5,NA
48.3,15.35,1951-05-23,7.21999983862042,20.0299995522946,13.6249996954575,1951,5,NA
48.3,15.35,1951-05-24,10.3099997695535,18.9499995764345,14.629999672994,1951,5,NA
48.3,15.35,1951-05-25,11.2399997487664,20.3199995458126,15.7799996472895,1951,5,NA
48.3,15.35,1951-05-26,9.11999979615211,17.8099996019155,13.4649996990338,1951,5,NA
48.3,15.35,1951-05-27,10.1899997722358,17.3499996121973,13.7699996922165,1951,5,NA
48.3,15.35,1951-05-28,13.21999970451,22.8699994888157,18.0449995966628,1951,5,NA
48.3,15.35,1951-05-29,11.2699997480959,19.8199995569885,15.5449996525422,1951,5,NA
48.3,15.35,1951-05-30,7.64999982900918,18.7399995811284,13.1949997050688,1951,5,NA
48.3,15.35,1951-05-31,8.21999981626868,13.9499996881932,11.0849997522309,1951,5,NA
48.3,15.35,1951-06-01,8.19999981671572,14.9599996656179,11.5799997411668,1951,6,NA
48.3,15.35,1951-06-02,7.60999982990324,14.1699996832758,10.8899997565895,1951,6,NA
48.3,15.35,1951-06-03,9.77999978139997,15.3899996560067,12.5849997187033,1951,6,NA
48.3,15.35,1951-06-04,9.6999997831881,16.5899996291846,13.1449997061864,1951,6,NA
48.3,15.35,1951-06-05,8.64999980665743,18.2199995927513,13.4349996997043,1951,6,NA
48.3,15.35,1951-06-06,10.0799997746944,17.9199995994568,13.9999996870756,1951,6,NA
48.3,15.35,1951-06-07,11.1299997512251,15.1399996615946,13.1349997064099,1951,6,NA
48.3,15.35,1951-06-08,11.76999973692,16.909999622032,14.339999679476,1951,6,NA
48.3,15.35,1951-06-09,10.0899997744709,19.8399995565414,14.9649996655062,1951,6,NA
48.3,15.35,1951-06-10,11.6499997396022,16.949999621138,14.2999996803701,1951,6,NA
48.3,15.35,1951-06-11,10.3099997695535,18.6199995838106,14.4649996766821,1951,6,NA
48.3,15.35,1951-06-12,8.95999979972839,18.2199995927513,13.5899996962398,1951,6,NA
48.3,15.35,1951-06-13,8.07999981939793,20.4699995424598,14.2749996809289,1951,6,NA
48.3,15.35,1951-06-14,11.2999997474253,20.3299995455891,15.8149996465072,1951,6,NA
48.3,15.35,1951-06-15,12.5699997190386,21.2499995250255,16.909999622032,1951,6,NA
48.3,15.35,1951-06-16,11.0099997539073,24.5399994514883,17.7749996026978,1951,6,NA
48.3,15.35,1951-06-17,12.8299997132272,25.4499994311482,19.1399995721877,1951,6,NA
48.3,15.35,1951-06-18,14.7799996696413,25.0499994400889,19.9149995548651,1951,6,NA
48.3,15.35,1951-06-19,15.5399996526539,25.6799994260073,20.6099995393306,1951,6,NA
48.3,15.35,1951-06-20,13.5499996971339,22.7099994923919,18.1299995947629,1951,6,NA
