"LastName","FirstName","DatasetID","Dataset","SpeciesName","AccSpeciesID","AccSpeciesName","ObservationID","ObsDataID","TraitID","TraitName","DataID","DataName","OriglName","OrigValueStr","OrigUnitStr","ValueKindName","OrigUncertaintyStr","UncertaintyName","Replicates","StdValue","UnitName","RelUncertaintyPercent","OrigObsDataID","ErrorRisk"
"Jansen","Steven",241,"Xylem Functional Traits (XFT) Database","Acer pseudoplatanus",855,"Acer pseudoplatanus",1727021,12511693,NA,"",1861,"Plant organ measured","Plant organ","S","","",NA,"",NA,NA,"",NA,NA,NA
"Jansen","Steven",241,"Xylem Functional Traits (XFT) Database","Acer pseudoplatanus",855,"Acer pseudoplatanus",1727021,12511694,NA,"",413,"Plant developmental status / plant age / maturity / plant life stage","Developmental stage","A","","",NA,"",NA,NA,"",NA,NA,NA
"Jansen","Steven",241,"Xylem Functional Traits (XFT) Database","Acer pseudoplatanus",855,"Acer pseudoplatanus",1727021,12511696,NA,"",327,"Treatment exposition","Natural / Greenhouse","N","","",NA,"",NA,NA,"",NA,NA,NA
"Jansen","Steven",241,"Xylem Functional Traits (XFT) Database","Acer pseudoplatanus",855,"Acer pseudoplatanus",1727021,12511698,3106,"Plant height vegetative",20,"Maximum plant height","Height max (m)","30","m","Single",NA,"",NA,30,"m",NA,NA,1.5428
"Jansen","Steven",241,"Xylem Functional Traits (XFT) Database","Acer pseudoplatanus",855,"Acer pseudoplatanus",1727021,12511699,3106,"Plant height vegetative",448,"Plant height observed","Height actual (m)","15","m","Single",NA,"",NA,15,"m",NA,NA,3.29114
"Jansen","Steven",241,"Xylem Functional Traits (XFT) Database","Acer pseudoplatanus",855,"Acer pseudoplatanus",1727021,12511704,NA,"",2539,"Curve Type","Curve","S","","",NA,"",NA,NA,"",NA,NA,NA
"Jansen","Steven",241,"Xylem Functional Traits (XFT) Database","Acer pseudoplatanus",855,"Acer pseudoplatanus",1727021,12511705,NA,"",2540,"Model equation","Equation","PW","","",NA,"",NA,NA,"",NA,NA,NA
"Jansen","Steven",241,"Xylem Functional Traits (XFT) Database","Acer pseudoplatanus",855,"Acer pseudoplatanus",1727021,12511706,NA,"",2541,"P50 method","P50 method","CA","","",NA,"",NA,NA,"",NA,NA,NA
"Jansen","Steven",241,"Xylem Functional Traits (XFT) Database","Acer pseudoplatanus",855,"Acer pseudoplatanus",1727021,12511719,4,"Stem dry mass per stem fresh volume (stem specific density, SSD, wood density)",2568,"Xylem specific density: oven dry mass/fresh volume","Wood density (g/cm3)","0.322610683","g/cm3","Single",NA,"",NA,0.322610683,"mg/mm3",NA,NA,4.87282
"Jansen","Steven",241,"Xylem Functional Traits (XFT) Database","Acer pseudoplatanus",855,"Acer pseudoplatanus",1727021,12511721,NA,"",2525,"Location City","Location","Clermont-Ferrand","","",NA,"",NA,NA,"",NA,NA,NA
"Jansen","Steven",241,"Xylem Functional Traits (XFT) Database","Acer pseudoplatanus",855,"Acer pseudoplatanus",1727021,12511722,NA,"",505,"Latitude of provenance","Provenance Latitude","45.776","","",NA,"",NA,NA,"",NA,NA,NA
