"LastName","FirstName","DatasetID","Dataset","SpeciesName","AccSpeciesID","AccSpeciesName","ObservationID","ObsDataID","TraitID","TraitName","DataID","DataName","OriglName","OrigValueStr","OrigUnitStr","ValueKindName","OrigUncertaintyStr","UncertaintyName","Replicates","StdValue","UnitName","RelUncertaintyPercent","OrigObsDataID","ErrorRisk"
"Kleyer","Michael",25,"The LEDA Traitbase","Abies alba",29,"Abies alba",173365,1833720,NA,"",401,"LEDA SBS number","SBS number","697","","",NA,"",NA,NA,"",NA,NA,NA
"Kleyer","Michael",25,"The LEDA Traitbase","Abies alba",29,"Abies alba",1114225,1833721,3106,"Plant height vegetative",19,"Plant height vegetative","single value [m]","50","m","Best estimate",NA,"",NA,50,"m",NA,NA,2.17822
"Kleyer","Michael",25,"The LEDA Traitbase","Abies alba",29,"Abies alba",173365,1833722,NA,"",398,"Measurement method 1: method of sampling and measurement","general method","derivation from photos or drawings","","",NA,"",NA,NA,"",NA,NA,NA
"Kleyer","Michael",25,"The LEDA Traitbase","Abies alba",29,"Abies alba",173365,1833723,NA,"",400,"Validity","valid","1","","",NA,"",NA,NA,"",NA,NA,NA
"Kleyer","Michael",25,"The LEDA Traitbase","Abies alba",29,"Abies alba",173365,1833724,NA,"",113,"Reference / source / PI","reference","BIOPOP April 2005","","",NA,"",NA,NA,"",NA,NA,NA
"Kleyer","Michael",25,"The LEDA Traitbase","Abies alba",29,"Abies alba",173365,1833725,3106,"Plant height vegetative",19,"Plant height vegetative","single value [m]","50","m","Maximum",NA,"",NA,50,"m",NA,1833721,2.17822
"Kleyer","Michael",25,"The LEDA Traitbase","Acer pseudoplatanus",855,"Acer pseudoplatanus",173383,1833861,NA,"",401,"LEDA SBS number","SBS number","803","","",NA,"",NA,NA,"",NA,NA,NA
"Kleyer","Michael",25,"The LEDA Traitbase","Acer pseudoplatanus",855,"Acer pseudoplatanus",173383,1833862,3106,"Plant height vegetative",19,"Plant height vegetative","single value [m]","30","m","Best estimate",NA,"",NA,30,"m",NA,1669127,3.58452
"Kleyer","Michael",25,"The LEDA Traitbase","Acer pseudoplatanus",855,"Acer pseudoplatanus",173383,1833863,NA,"",398,"Measurement method 1: method of sampling and measurement","general method","observation (like obvious taxonomical traits)","","",NA,"",NA,NA,"",NA,NA,NA
"Kleyer","Michael",25,"The LEDA Traitbase","Acer pseudoplatanus",855,"Acer pseudoplatanus",173383,1833864,NA,"",400,"Validity","valid","1","","",NA,"",NA,NA,"",NA,NA,NA
