"PEP_ID","lat","lon","pred1983.m","pred1983.pred","pred1983.site","pred1983.sp"
187,54.2167,10.6667,-0.320169831842738,121.193795570617,187,"fagsyl"
188,54.3167,10.2167,-0.391737141600256,122.000112042503,188,"fagsyl"
189,54.4,10.2167,-0.333355745026867,124.632752314739,189,"fagsyl"
191,54.3,10.5833,-0.284576761628592,121.35760442129,191,"fagsyl"
192,54.1667,10.4167,-0.33491391918941,122.055156048945,192,"fagsyl"
194,54.2333,10.2833,-0.524536987311868,122.553017341111,194,"fagsyl"
195,54.2833,10.2333,-0.50005153609476,120.254432540098,195,"fagsyl"
197,54.2667,10.1667,-0.331135707674128,117.194584752264,197,"fagsyl"
199,54.1167,10.1667,-0.135175781344061,122.166204825017,199,"fagsyl"
202,54.1667,10.05,-0.227065082529677,122.676724192357,202,"fagsyl"
206,54.3167,9.66667,-0.309776336002972,124.762485362469,206,"fagsyl"
208,54.25,9.55,-0.398884543241707,122.715335422303,208,"fagsyl"
209,54.3,9.6,-0.300062567956126,125.397623766719,209,"fagsyl"
210,54.0833,9.68333,-0.337422548783066,120.009124641171,210,"fagsyl"
211,54.2333,9.51667,-0.260925231410084,124.45535319975,211,"fagsyl"
212,54.1333,9.41667,-0.337911842025473,121.950668128112,212,"fagsyl"
213,54.0833,9.65,-0.231001257196317,119.660272137992,213,"fagsyl"
214,54.3,9.5,-0.274172456341729,123.103336252042,214,"fagsyl"
215,54.2333,9.66667,-0.549890854464972,123.52675229465,215,"fagsyl"
216,54.05,9.7,-0.314561690307033,122.355240866116,216,"fagsyl"
217,54.1667,9.85,-0.225947088768426,122.344565379753,217,"fagsyl"
218,54.3,9.66667,-0.516676942317235,117.437828392853,218,"fagsyl"
221,54.2667,9.98333,-0.22539477957042,117.19630910124,221,"fagsyl"
222,54.2833,9.46667,-0.336292255373946,122.155856376191,222,"fagsyl"
223,54.1167,9.43333,-0.445651949467809,120.19964247885,223,"fagsyl"
224,54.1333,9.55,-0.266016068077772,123.227437985952,224,"fagsyl"
226,54.1667,10.05,-0.333991041932125,125.158871582905,226,"fagsyl"
227,54.2833,9.65,-0.290365515109169,121.787118326719,227,"fagsyl"
229,54.55,9.56667,-0.338811216726698,120.058615109251,229,"fagsyl"
232,54.6167,9.83333,-0.330440833263169,116.123125665856,232,"fagsyl"
236,54.45,9.33333,-0.307123526832928,122.965641848251,236,"fagsyl"
238,54.55,9.4,-0.238747816925521,120.260948300233,238,"fagsyl"
239,54.6667,9.93333,-0.478800707228815,124.125141465648,239,"fagsyl"
240,54.4167,9.51667,-0.315704021904618,125.916329066948,240,"fagsyl"
241,54.55,9.51667,-0.350174733918994,124.053917038632,241,"fagsyl"
244,54.5167,9.56667,-0.41606068581036,122.54191346439,244,"fagsyl"
245,54.5167,9.38333,-0.198497728412537,126.518634401649,245,"fagsyl"
247,54.35,9.21667,-0.26511287042424,126.4607103547,247,"fagsyl"
249,53.9167,9.88333,-0.293025531364149,121.846468598741,249,"fagsyl"
250,53.9333,10.3,-0.34351901389511,125.390379982919,250,"fagsyl"
251,54.0167,10.0333,-0.341652280945579,122.552704901195,251,"fagsyl"
252,54.0667,10.2167,-0.141202646209695,123.360210390816,252,"fagsyl"
254,53.95,10.25,-0.39785927832389,122.494757926188,254,"fagsyl"
256,53.9,10.0667,-0.321464433126581,122.229446445604,256,"fagsyl"
257,53.9667,10.0833,-0.328961249528487,124.51259553957,257,"fagsyl"
258,53.7833,10,-0.553789779813135,125.786738075178,258,"fagsyl"
259,53.85,9.96667,-0.750176790039989,118.961732938914,259,"fagsyl"
260,53.8667,9.88333,-0.294017312706945,121.329857031309,260,"fagsyl"
261,53.9833,10.25,-0.0753661663752428,124.732908281907,261,"fagsyl"
263,53.8167,10.15,-0.222788664293482,124.998729729051,263,"fagsyl"
265,54.0167,10.1667,-0.280727325558415,124.730676182917,265,"fagsyl"
269,54.0333,10.3167,-0.512665894965683,123.210358845753,269,"fagsyl"
271,53.7833,9.98333,-0.336124079197073,127.910189203934,271,"fagsyl"
272,53.95,10.2167,-0.335148371930194,130.666263261529,272,"fagsyl"
273,53.7833,10.0833,-0.318789485289327,130.661112217796,273,"fagsyl"
274,53.9333,10.2167,-0.220857095528691,123.246378418834,274,"fagsyl"
276,53.9,9.78333,-0.529689538373894,124.989134574196,276,"fagsyl"
277,53.7833,9.43333,-0.339780486216834,120.068441795283,277,"fagsyl"
278,53.8167,9.61667,-0.388785039373364,124.610225171649,278,"fagsyl"
279,53.9167,9.51667,-0.194389754400306,122.500021162311,279,"fagsyl"
280,53.95,9.71667,-0.434772154642191,122.140932080306,280,"fagsyl"
283,54.0167,9.68333,-0.430061333505284,121.710660890066,283,"fagsyl"
284,53.9667,9.61667,-0.319045745325003,122.241156778172,284,"fagsyl"
286,54.0167,9.8,-0.682522677713977,117.801367084583,286,"fagsyl"
287,53.9167,9.36667,-0.323974714630931,125.988976597527,287,"fagsyl"
289,53.6667,10.2,-0.245713819002588,124.382539313565,289,"fagsyl"
291,53.7333,10.2667,-0.27916442430275,122.296322102155,291,"fagsyl"
293,53.7,10.05,-0.315457936922131,122.838399292684,293,"fagsyl"
294,53.6667,10.2833,-0.390014371763315,120.756781699892,294,"fagsyl"
295,53.7,10.0167,-0.399359414106538,126.813887833548,295,"fagsyl"
296,53.8667,10.4167,-0.284810122962875,120.574796592315,296,"fagsyl"
297,53.7333,10.35,-0.333486822909261,122.962019401191,297,"fagsyl"
299,53.5167,10.25,-0.182154418813428,119.879992937434,299,"fagsyl"
300,53.8333,10.4833,-0.174554778900909,121.955259900813,300,"fagsyl"
302,53.6833,10.3833,-0.333863696888813,125.913893665987,302,"fagsyl"
303,53.8667,10.3333,-0.626350393530435,120.42228019462,303,"fagsyl"
304,53.6167,10.4167,-0.180125537237734,118.033078061221,304,"fagsyl"
306,53.7333,10.1667,-0.315333446846225,124.098463668795,306,"fagsyl"
307,54.15,9.28333,-0.710767796646039,118.143094878493,307,"fagsyl"
308,53.9,9.1,-0.329124722011177,122.654367684607,308,"fagsyl"
309,54,9.26667,-0.495056655171627,116.801713599429,309,"fagsyl"
310,54.0167,8.9,-0.230266099801882,126.87832088607,310,"fagsyl"
311,53.9667,9.01667,-0.259420569545941,124.278598030612,311,"fagsyl"
315,54.1,9.06667,-0.338225648177408,124.454783366108,315,"fagsyl"
316,54.0833,9.11667,-0.485732093729208,119.238964916048,316,"fagsyl"
317,53.9833,9.11667,-0.297054239080704,122.86399327576,317,"fagsyl"
319,54.1667,9,-0.386367003741428,121.059837506286,319,"fagsyl"
320,53.9667,9.08333,-0.244463864653519,126.359848190964,320,"fagsyl"
324,54.75,8.96667,-0.349429570488306,123.715079250182,324,"fagsyl"
325,54.7833,8.95,-0.330756124184443,121.144177932185,325,"fagsyl"
326,54.8167,9.18333,-0.329414250505111,129.499926418262,326,"fagsyl"
327,54.8667,8.73333,-0.404047768528142,127.867061380803,327,"fagsyl"
329,54.75,8.41667,-0.382478597915933,118.810780098935,329,"fagsyl"
332,54.9,8.31667,-0.21026253324954,125.464355613829,332,"fagsyl"
333,54.6833,8.56667,-0.464356981438942,121.251584697393,333,"fagsyl"
334,53.65,10.1833,-0.428566029779901,125.383459262638,334,"fagsyl"
335,53.4833,10.2333,-0.291041122246758,124.606978740075,335,"fagsyl"
336,53.5833,9.76667,-0.458722778051908,126.700450555944,336,"fagsyl"
337,53.6667,10.0333,-0.198831969564619,122.988951273744,337,"fagsyl"
340,53.7,10.1,-0.33604923963613,126.18101006987,340,"fagsyl"
344,53.45,9.98333,-0.332179405695684,124.945438890801,344,"fagsyl"
349,53.6,10.1833,-0.239332643259629,121.179377912522,349,"fagsyl"
350,52.1,9.36667,-0.346707872409238,113.58434239374,350,"fagsyl"
353,52.3833,9.7,-0.336452293977171,124.039670371873,353,"fagsyl"
354,52.7,8.5,-0.299126088685789,117.947647866386,354,"fagsyl"
357,52.6,8.36667,-0.223432871090286,120.213777307723,357,"fagsyl"
360,52.7667,8.75,-0.214049365942593,121.979654621969,360,"fagsyl"
362,52.6,8.83333,-0.393834791089474,125.417966496657,362,"fagsyl"
363,52.75,8.83333,-0.28386468424332,119.362082833571,363,"fagsyl"
364,52.6,8.48333,-0.293109646321877,123.107065178001,364,"fagsyl"
365,52.7333,8.66667,-0.339112420552323,125.54549789509,365,"fagsyl"
367,52.8,8.83333,-0.177506521477347,113.700620780693,367,"fagsyl"
368,52.6833,8.8,-0.42604003791947,113.488153031476,368,"fagsyl"
370,52.55,8.58333,-0.366335257000177,120.634268453163,370,"fagsyl"
371,52.7833,9,-0.333192315965025,122.597418720377,371,"fagsyl"
372,52.85,8.73333,-0.337790941570077,121.45697617177,372,"fagsyl"
373,52.7833,9.13333,-0.301370645379034,123.692322612709,373,"fagsyl"
376,52.95,8.61667,-0.336343003579246,121.514658627306,376,"fagsyl"
377,52.9,8.58333,-0.256651661760903,123.393516979119,377,"fagsyl"
379,52.9833,8.7,-0.344327894189773,119.192578243444,379,"fagsyl"
380,52.8667,9.03333,-0.446143134347804,122.647978572129,380,"fagsyl"
381,52.9833,8.81667,-0.327141087377366,121.377928170578,381,"fagsyl"
382,52.8667,8.5,-0.24276425379185,119.846125969168,382,"fagsyl"
383,52.9,9.03333,-0.369087733899785,118.859769121415,383,"fagsyl"
384,52.9167,8.81667,-0.587627822571395,116.417243821591,384,"fagsyl"
385,52.8667,8.9,-0.33562984741878,121.216456863165,385,"fagsyl"
386,52.85,9.18333,-0.437295638070743,124.504125949326,386,"fagsyl"
388,52.1667,9.25,-0.348743570649683,121.303823138656,388,"fagsyl"
390,52.25,9.11667,-0.412861697346024,116.787392009635,390,"fagsyl"
395,52.2,9.2,-0.661161986818074,118.329653991225,395,"fagsyl"
397,52.1,9.41667,-0.357121049780249,116.906074481822,397,"fagsyl"
398,52.1167,9.55,-0.272137610560905,120.808289550619,398,"fagsyl"
399,52.1333,9.58333,-0.290356319501809,124.258889066423,399,"fagsyl"
401,52.1333,9.25,-0.21293319972134,112.842370708803,401,"fagsyl"
402,52.0667,9.26667,-0.257528712751335,119.155890804463,402,"fagsyl"
405,51.9833,9.25,-0.130727368669363,115.584468755807,405,"fagsyl"
406,52.0667,9.58333,-0.349499671797772,117.036349787706,406,"fagsyl"
408,52.0333,9.66667,-0.333470495593308,115.461014166189,408,"fagsyl"
409,52.3833,9.65,-0.336701120049813,121.303649777663,409,"fagsyl"
410,52.3667,9.85,-0.340953262683222,115.290400829586,410,"fagsyl"
411,52.3,9.73333,-0.0611942136591433,100.547123017037,411,"fagsyl"
412,52.3333,9.41667,-0.408804076836402,116.655778774085,412,"fagsyl"
414,52.3,9.6,-0.336186650553394,117.177013663446,414,"fagsyl"
415,52.3,9.5,-0.302817061710342,118.293289175757,415,"fagsyl"
417,52.3,9.8,-0.34262552736303,118.941169881653,417,"fagsyl"
420,52.4,9.85,-0.35094110348754,122.263679083895,420,"fagsyl"
421,52.3167,9.66667,-0.336148754499722,119.779627095064,421,"fagsyl"
423,52.4,9.6,-0.379183858909222,114.618085261111,423,"fagsyl"
424,52.55,9.41667,-0.311006337235274,122.099068730503,424,"fagsyl"
425,52.6,9.6,-0.334912444031009,119.365217501125,425,"fagsyl"
426,52.3833,9.35,-0.313126026114293,121.224898120652,426,"fagsyl"
427,52.4,9.45,-0.659281764198038,116.879740357427,427,"fagsyl"
428,52.7167,9.43333,-0.338390496870048,120.791765917605,428,"fagsyl"
429,52.5,9.45,-0.330255841460769,114.752306557566,429,"fagsyl"
431,52.5167,9.51667,-0.230991315262237,120.454083250018,431,"fagsyl"
432,52.4333,9.43333,-0.479017699778304,120.230016357327,432,"fagsyl"
434,52.7167,9.13333,-0.295097044815087,117.676554665984,434,"fagsyl"
435,52.5667,9.3,-0.325238754927309,118.619977819963,435,"fagsyl"
437,52.6667,9.25,-0.297719893148762,120.856110045304,437,"fagsyl"
441,52.6167,9.25,-0.267961374698185,114.379453127599,441,"fagsyl"
442,52.4167,8.75,-0.24141970582129,128.822331967223,442,"fagsyl"
443,52.6,9.08333,-0.275650770474705,124.255902133044,443,"fagsyl"
444,52.45,9.15,-0.383354832935037,118.581998694,444,"fagsyl"
445,52.6667,9.16667,-0.410681004205266,123.323464942713,445,"fagsyl"
447,52.5,8.98333,-0.164489738047301,111.680754174456,447,"fagsyl"
448,52.65,9.21667,-0.321067910921072,111.108685987084,448,"fagsyl"
450,52.7167,9.25,-0.345044963859042,122.759642038967,450,"fagsyl"
451,52.7167,9,-0.335842630644204,116.309676400553,451,"fagsyl"
452,52.6667,9.38333,-0.296133461024758,123.333776270718,452,"fagsyl"
454,52.45,8.85,-0.471057937719634,125.86792306832,454,"fagsyl"
455,52.4,9.11667,-0.383217078650021,121.198197421053,455,"fagsyl"
456,52.2667,9.1,-0.405632280114526,119.772235748595,456,"fagsyl"
457,52.2667,9.05,-0.339346113970159,116.377981583141,457,"fagsyl"
460,52.45,9.4,-0.348106516868318,119.071241089342,460,"fagsyl"
461,52.2333,9.11667,-0.402879361522549,119.977298587474,461,"fagsyl"
464,52.3333,9.2,-0.336509914158769,119.179646310796,464,"fagsyl"
465,52.2167,9.15,-0.368304727247866,120.82806491369,465,"fagsyl"
466,52.4333,9.26667,-0.410330571945302,114.577462360364,466,"fagsyl"
467,52.2167,9.4,-0.331583932322552,119.568167568073,467,"fagsyl"
469,52.1667,9.43333,-0.349099403162099,119.608018692155,469,"fagsyl"
470,52.2167,9.71667,-0.332010593756707,114.958468431393,470,"fagsyl"
471,52.2833,9.38333,-0.334770049585259,115.976630434007,471,"fagsyl"
472,52.2167,9.65,-0.276053830853638,118.444153072331,472,"fagsyl"
473,52.2,9.46667,-0.275368506552677,119.023600314951,473,"fagsyl"
475,52.2667,9.76667,-0.460225386740716,117.946465111374,475,"fagsyl"
476,52.2667,9.35,-0.346155309018325,122.351263441108,476,"fagsyl"
477,52.2167,9.55,-0.328161487063034,118.243066254653,477,"fagsyl"
478,52.2167,9.63333,-0.517766438318848,112.24997498507,478,"fagsyl"
480,51.5333,9.93333,-0.531221755939822,119.030808812126,480,"fagsyl"
481,51.5333,9.95,-0.374740776967253,119.163191003074,481,"fagsyl"
482,52.15,9.95,-0.316881981050385,121.231951514809,482,"fagsyl"
483,52,9.93333,-0.350987728614332,122.567679624357,483,"fagsyl"
484,51.9833,9.81667,-0.337104208292216,116.262826642526,484,"fagsyl"
485,52.0167,9.7,-0.336340856000067,121.59173810454,485,"fagsyl"
486,52.0667,9.71667,-0.368049538404165,119.648018242631,486,"fagsyl"
487,51.95,9.91667,-0.334402866004665,119.894064816238,487,"fagsyl"
488,52.0833,9.78333,-0.491175884977184,118.204974673999,488,"fagsyl"
491,51.9833,9.78333,-0.454375257966143,120.84915822519,491,"fagsyl"
492,51.95,9.85,-0.337018667631637,117.586904528105,492,"fagsyl"
494,51.5333,10.2,-0.553534558857093,117.043215209604,494,"fagsyl"
495,51.6167,10.2167,-0.371275283996115,124.801831194577,495,"fagsyl"
496,51.5667,10.3167,-0.529232363548498,124.751936244403,496,"fagsyl"
498,51.5,10.1833,-0.476364860650952,127.967862733394,498,"fagsyl"
499,51.5667,10.2333,-0.147601188911692,118.913891489031,499,"fagsyl"
502,51.8,9.7,-0.370110096581355,116.909824640646,502,"fagsyl"
505,51.7667,9.76667,-0.331865828538407,114.279381134031,505,"fagsyl"
508,51.4333,9.93333,-0.204882210164779,120.62338033892,508,"fagsyl"
509,51.6167,10,-0.324630336840092,118.071676677358,509,"fagsyl"
511,51.55,10.0667,-0.504216237026732,119.32558128443,511,"fagsyl"
512,52.0167,10.1333,-0.330133927104853,116.667572350627,512,"fagsyl"
513,52.0333,10,-0.267854486552406,122.660919296628,513,"fagsyl"
514,52.0667,10.0167,-0.449499494952513,119.04880448485,514,"fagsyl"
515,52.1,9.91667,-0.336921701816388,119.681368079161,515,"fagsyl"
516,52.1,10,-0.507984144683853,119.155698190653,516,"fagsyl"
517,52.1,10.1667,-0.238172094473578,119.388140974077,517,"fagsyl"
518,52.1833,10.2,-0.334642961599759,120.665455057094,518,"fagsyl"
519,51.95,10.1167,-0.44450878786783,118.564301770561,519,"fagsyl"
520,52.1,10.0333,-0.336049638033015,113.319288795524,520,"fagsyl"
521,52.2167,10.1667,-0.331369206536621,117.822214588883,521,"fagsyl"
522,52.0833,10.15,-0.394891000807905,122.797307623524,522,"fagsyl"
524,52.2333,9.85,-0.287822403541754,116.850340536797,524,"fagsyl"
525,52.1333,10.0667,-0.333117156923753,122.777615405297,525,"fagsyl"
527,51.7,9.43333,-0.395648153682959,110.327698561039,527,"fagsyl"
529,51.9333,9.65,-0.271397873327212,117.877064157801,529,"fagsyl"
531,51.95,9.73333,-0.341898142539237,121.11312547293,531,"fagsyl"
532,51.85,9.63333,-0.404920455797737,124.362494621134,532,"fagsyl"
533,51.8333,9.45,-0.287424336331675,119.591411604455,533,"fagsyl"
534,51.8,9.51667,-0.426971271470225,121.624357129971,534,"fagsyl"
535,51.75,9.51667,-0.323800182624013,122.9808008666,535,"fagsyl"
536,51.9167,9.51667,-0.391435728946564,112.759925670162,536,"fagsyl"
537,51.8833,9.63333,-0.335955911327234,115.300855292863,537,"fagsyl"
540,51.3833,9.76667,-0.528632522702044,113.996596462575,540,"fagsyl"
541,51.4667,9.8,-0.505032934229761,119.934756051004,541,"fagsyl"
543,51.5167,9.7,-0.175398897901874,115.350495963434,543,"fagsyl"
544,51.4167,9.66667,-0.394389778878127,121.023823517569,544,"fagsyl"
546,51.5,9.8,-0.333432305942936,119.677886662467,546,"fagsyl"
548,51.6167,9.81667,-0.345583288281772,121.139599839095,548,"fagsyl"
549,51.6667,9.78333,-0.143611260608608,118.942190801184,549,"fagsyl"
550,51.7333,9.8,-0.175166473339619,119.610008778787,550,"fagsyl"
551,51.7167,9.83333,-0.411082377599519,121.241735353741,551,"fagsyl"
552,51.6333,9.93333,-0.141037441250323,118.984951090328,552,"fagsyl"
553,51.7167,10,-0.684284132521238,122.008908460117,553,"fagsyl"
554,51.6833,9.55,-0.36475661889487,118.722972779684,554,"fagsyl"
556,51.6667,9.63333,-0.329228232323364,120.127037178598,556,"fagsyl"
557,51.6,10.45,-0.260116760960038,121.104027286913,557,"fagsyl"
558,51.7,10.1667,-0.338035521475641,120.542386862764,558,"fagsyl"
559,51.7667,10.1833,-0.322318331245902,121.156607058937,559,"fagsyl"
561,51.65,10.25,-0.379007290453878,117.30975928368,561,"fagsyl"
562,51.65,10.3333,-0.333394020307357,118.514255337418,562,"fagsyl"
563,51.8,10.0333,-0.321031561489172,117.95111990487,563,"fagsyl"
564,51.6333,10.4667,-0.325457310126262,117.12409168157,564,"fagsyl"
565,51.7333,10.25,-0.490023613658995,116.597437461018,565,"fagsyl"
568,51.6,10.55,-0.229814368003455,118.769299063835,568,"fagsyl"
569,51.8167,10.0667,-0.481547708737044,120.335624622198,569,"fagsyl"
573,52.3833,10.2667,-0.337590398070354,132.437575395421,573,"fagsyl"
574,52.2333,10.2333,-0.238108775445555,123.76691605456,574,"fagsyl"
576,52.3167,10.2333,-0.738642900354282,112.039624983037,576,"fagsyl"
578,52.3,10.3167,-0.107352564507925,121.235147030721,578,"fagsyl"
579,51.8,10.45,-0.332800535677775,127.02512613,579,"fagsyl"
580,51.8167,10.35,-0.43895414660783,129.549541752053,580,"fagsyl"
581,51.8167,10.2333,-0.337868717839794,120.218742416299,581,"fagsyl"
582,51.8667,10.3333,-0.367109215403951,136.294213339315,582,"fagsyl"
584,51.75,10.3,-0.252962236576755,117.612720079513,584,"fagsyl"
585,51.7167,10.5167,-0.232047472810626,128.887773949075,585,"fagsyl"
586,51.8333,10.4333,-0.463156455027474,130.191216688906,586,"fagsyl"
587,51.7,10.4167,-0.305471875470773,124.920213460634,587,"fagsyl"
588,51.8333,10.2833,-0.357210704205295,126.61047400319,588,"fagsyl"
