"Lat","Lon","MeanDateLeaf","lodoy","daylength"
52.18,-10.25,108,108,14.0407427343889
52.01,-10.09,107.7,107,13.9637806613429
52.18,-10.09,107.6,107,13.9756725685205
52.34,-10.09,110.8,110,14.1826731580472
51.84,-9.92,108.3,108,14.0162110258607
52.01,-9.92,108.9,108,14.0284267663072
52.18,-9.92,109.3,109,14.1055835838887
52.34,-9.92,110.4,110,14.1826731580472
53.51,-9.92,107.9,107,14.0722046977198
53.67,-9.92,109,109,14.2219460252778
54,-9.92,110.4,110,14.3183318069989
54.34,-9.92,109.1,109,14.2772146971191
51.84,-9.76,108.2,108,14.0162110258607
52.01,-9.76,110.9,110,14.1570170625156
52.18,-9.76,107.8,107,13.9756725685205
52.34,-9.76,110,110,14.1826731580472
53.51,-9.76,108.8,108,14.1407288728401
53.67,-9.76,111.1,111,14.3586886072911
53.84,-9.76,109.3,109,14.2357877767642
54,-9.76,110.9,110,14.3183318069989
54.17,-9.76,109,109,14.2630078262635
54.34,-9.76,110,110,14.3475738885845
51.68,-9.59,106.9,106,13.8769187553429
51.84,-9.59,109.4,109,14.0802067154357
52.01,-9.59,110.8,110,14.1570170625156
52.18,-9.59,108.5,108,14.0407427343889
52.34,-9.59,108.8,108,14.0524271112435
52.51,-9.59,107.5,107,13.9990376169127
52.67,-9.59,107,107,14.0105020794649
53.51,-9.59,109.9,109,14.2090285188365
53.67,-9.59,112.8,112,14.426670281338
53.84,-9.59,111.7,111,14.3734628108697
54,-9.59,111.6,111,14.3874880602085
54.17,-9.59,111.2,111,14.4025194841759
54.34,-9.59,110.8,110,14.3475738885845
51.68,-9.42,107,107,13.9409705629027
51.84,-9.42,108.7,108,14.0162110258607
52.01,-9.42,109.2,109,14.0928431441879
52.18,-9.42,108,108,14.0407427343889
52.34,-9.42,108.1,108,14.0524271112435
52.51,-9.42,107.8,107,13.9990376169127
52.67,-9.42,107.4,107,14.0105020794649
52.84,-9.42,106.7,106,13.9558140943666
53.34,-9.42,107.7,107,14.0595069109681
53.51,-9.42,109.9,109,14.2090285188365
53.67,-9.42,112.5,112,14.426670281338
53.84,-9.42,111.2,111,14.3734628108697
54,-9.42,111.2,111,14.3874880602085
54.17,-9.42,111.7,111,14.4025194841759
54.34,-9.42,111.8,111,14.417686506971
38.9,-9.26,93.8,93,12.6837974478226
39.06,-9.26,93.9,93,12.6872256156529
39.23,-9.26,93.7,93,12.690886499528
51.68,-9.26,106.9,106,13.8769187553429
51.84,-9.26,109,109,14.0802067154357
52.01,-9.26,111.5,111,14.2209352486773
52.18,-9.26,108.7,108,14.0407427343889
52.34,-9.26,109.6,109,14.1176709754603
52.51,-9.26,107.9,107,13.9990376169127
52.67,-9.26,106.8,106,13.9439725289385
52.84,-9.26,107.1,107,14.0227822243165
53.01,-9.26,108.2,108,14.1023624024129
53.34,-9.26,108.8,108,14.1275755234087
53.51,-9.26,109.8,109,14.2090285188365
53.67,-9.26,110,110,14.2904424597276
53.84,-9.26,110.6,110,14.3047500124614
54,-9.26,110.8,110,14.3183318069989
54.17,-9.26,110.9,110,14.3328874602976
54.34,-9.26,111.7,111,14.417686506971
38.73,-9.09,93.5,93,12.6801732823523
38.9,-9.09,93.9,93,12.6837974478226
39.06,-9.09,94.5,94,12.7293333748465
39.23,-9.09,93.8,93,12.690886499528
39.4,-9.09,94.3,94,12.7371908402695
39.56,-9.09,94.2,94,12.7409170481765
43.05,-9.09,97.7,97,12.9721091743212
43.21,-9.09,98.1,98,13.0254942919007
51.68,-9.09,106.7,106,13.8769187553429
51.84,-9.09,109.8,109,14.0802067154357
52.01,-9.09,110.5,110,14.1570170625156
52.18,-9.09,110.1,110,14.1701823541423
52.34,-9.09,111.2,111,14.2474203176965
52.51,-9.09,108.8,108,14.0649418736579
52.67,-9.09,107.5,107,14.0105020794649
52.84,-9.09,108.3,108,14.089535367905
53.01,-9.09,108.3,108,14.1023624024129
53.17,-9.09,109.6,109,14.1819260191072
53.34,-9.09,108.5,108,14.1275755234087
53.51,-9.09,108.6,108,14.1407288728401
53.67,-9.09,108.4,108,14.1532128732759
53.84,-9.09,108.7,108,14.1665896955206
54,-9.09,109.2,109,14.2489269724088
54.17,-9.09,109.3,109,14.2630078262635
54.34,-9.09,110,110,14.3475738885845
38.56,-8.93,94.2,94,12.7179251822745
38.73,-8.93,93.9,93,12.6801732823523
38.9,-8.93,93.8,93,12.6837974478226
39.06,-8.93,94.6,94,12.7293333748465
39.23,-8.93,94.4,94,12.7332518559857
39.4,-8.93,94.7,94,12.7371908402695
39.56,-8.93,94.5,94,12.7409170481765
