"Lat","Lon","MeanDateLeaf","lodoy","daylength"
52.18,-10.25,112.6,112,14.298599859101
52.01,-10.09,112.5,112,14.2845838721378
52.18,-10.09,112.1,112,14.298599859101
52.34,-10.09,115.9,115,14.503571603171
51.84,-9.92,113,113,14.3336263615439
52.01,-9.92,113.6,113,14.3479485271365
52.18,-9.92,114.3,114,14.4258819109996
52.34,-9.92,115.4,115,14.503571603171
53.51,-9.92,112,112,14.4124477467857
53.67,-9.92,113.1,113,14.4943726570818
54,-9.92,114.7,114,14.5933196435744
54.34,-9.92,113,113,14.5571142001566
51.84,-9.76,112.8,112,14.2706835026963
52.01,-9.76,116,116,14.5361856479434
52.18,-9.76,112.5,112,14.298599859101
52.34,-9.76,115.2,115,14.503571603171
53.51,-9.76,113.1,113,14.4797137055488
53.67,-9.76,115.6,115,14.6288769015769
53.84,-9.76,113.6,113,14.5100825891287
54,-9.76,115.3,115,14.6613325415299
54.17,-9.76,112.9,112,14.4718896315838
54.34,-9.76,113.6,113,14.5571142001566
51.68,-9.59,111.5,111,14.1948711304158
51.84,-9.59,114.9,114,14.3962700995931
52.01,-9.59,116.3,116,14.5361856479434
52.18,-9.59,113.5,113,14.3623902679227
52.34,-9.59,113.8,113,14.3760933386609
52.51,-9.59,112.2,112,14.3261439431486
52.67,-9.59,111.8,111,14.2743386409274
53.51,-9.59,114.5,114,14.5466842427598
53.67,-9.59,117.4,117,14.7620692157476
53.84,-9.59,116.1,116,14.7127646950668
54,-9.59,115.9,115,14.6613325415299
54.17,-9.59,115.4,115,14.67827614675
54.34,-9.59,115,115,14.6953753420014
51.68,-9.42,111.7,111,14.1948711304158
51.84,-9.42,114.2,114,14.3962700995931
52.01,-9.42,114.7,114,14.4110142159307
52.18,-9.42,113.2,113,14.3623902679227
52.34,-9.42,113.1,113,14.3760933386609
52.51,-9.42,112.7,112,14.3261439431486
52.67,-9.42,112.4,112,14.3396617088346
52.84,-9.42,111.3,111,14.2883789046883
53.34,-9.42,112.4,112,14.3974645634223
53.51,-9.42,114.8,114,14.5466842427598
53.67,-9.42,117.7,117,14.7620692157476
53.84,-9.42,115.9,115,14.6455255238339
54,-9.42,115.9,115,14.6613325415299
54.17,-9.42,116.7,116,14.7464426351166
54.34,-9.42,116.2,116,14.7640271119844
38.9,-9.26,96,96,12.8091164702488
39.06,-9.26,96.2,96,12.8132675286007
39.23,-9.26,95.7,95,12.7755252214676
51.68,-9.26,111.9,111,14.1948711304158
51.84,-9.26,114.9,114,14.3962700995931
52.01,-9.26,117.5,117,14.5982582942277
52.18,-9.26,114.2,114,14.4258819109996
52.34,-9.26,115,115,14.503571603171
52.51,-9.26,113.4,113,14.3907723709725
52.67,-9.26,111.9,111,14.2743386409274
52.84,-9.26,112.5,112,14.3541433096633
53.01,-9.26,113.7,113,14.4346775538853
53.34,-9.26,114.1,114,14.530782020677
53.51,-9.26,115.4,115,14.6133432453288
53.67,-9.26,115.5,115,14.6288769015769
53.84,-9.26,116.2,116,14.7127646950668
54,-9.26,116.2,116,14.7290189287288
54.17,-9.26,115.8,115,14.67827614675
54.34,-9.26,116.3,116,14.7640271119844
38.73,-9.09,95.1,95,12.7633049378488
38.9,-9.09,95.8,95,12.7674390492207
39.06,-9.09,96.7,96,12.8132675286007
39.23,-9.09,95.8,95,12.7755252214676
39.4,-9.09,96.1,96,12.8221559582296
39.56,-9.09,96.1,96,12.8263709282396
43.05,-9.09,100.2,100,13.1159817732197
43.21,-9.09,100.5,100,13.1218265570076
51.68,-9.09,112,112,14.2577048960079
51.84,-9.09,116,116,14.5205974212182
52.01,-9.09,116.7,116,14.5361856479434
52.18,-9.09,116.2,116,14.5519056009944
52.34,-9.09,117.3,117,14.6297267381596
52.51,-9.09,114.8,114,14.4551025591591
52.67,-9.09,112.7,112,14.3396617088346
52.84,-9.09,113.8,113,14.4196254464894
53.01,-9.09,114,114,14.5003087060754
53.17,-9.09,115.4,115,14.5807619625427
53.34,-9.09,114.1,114,14.530782020677
53.51,-9.09,114.3,114,14.5466842427598
53.67,-9.09,114.1,114,14.5617802511372
53.84,-9.09,114.5,114,14.5779591823663
54,-9.09,114.8,114,14.5933196435744
54.17,-9.09,114.4,114,14.6097839182754
54.34,-9.09,115,115,14.6953753420014
38.56,-8.93,95.9,95,12.7591919411044
38.73,-8.93,95.2,95,12.7633049378488
38.9,-8.93,95.2,95,12.7674390492207
39.06,-8.93,96.4,96,12.8132675286007
39.23,-8.93,96.4,96,12.8177001998918
39.4,-8.93,96.5,96,12.8221559582296
39.56,-8.93,96.3,96,12.8263709282396
39.73,-8.93,96.3,96,12.8308722236115
42.72,-8.93,99.2,99,13.0567617939656
42.88,-8.93,100.3,100,13.1098070441995
43.05,-8.93,102.9,102,13.2111968068357
43.21,-8.93,101.7,101,13.16978228845
51.68,-8.93,112.8,112,14.2577048960079
51.84,-8.93,113.7,113,14.3336263615439
52.01,-8.93,115.6,115,14.4737653326634
52.18,-8.93,115.6,115,14.4890591212836
52.34,-8.93,117,117,14.6297267381596
52.51,-8.93,114.1,114,14.4551025591591
52.67,-8.93,112.8,112,14.3396617088346
52.84,-8.93,113,113,14.4196254464894
53.01,-8.93,113.5,113,14.4346775538853
53.17,-8.93,115,115,14.5807619625427
53.34,-8.93,113.1,113,14.4642713125625
53.51,-8.93,113.9,113,14.4797137055488
53.67,-8.93,115.2,115,14.6288769015769
53.84,-8.93,115.5,115,14.6455255238339
54,-8.93,115.3,115,14.6613325415299
54.17,-8.93,115.4,115,14.67827614675
54.34,-8.93,114.8,114,14.6263986772702
37.24,-8.76,95.7,95,12.7279498382819
37.4,-8.76,95.8,95,12.7316730505426
38.73,-8.76,95.2,95,12.7633049378488
38.9,-8.76,94.9,94,12.7256639255865
39.06,-8.76,95.1,95,12.7713494697047
39.23,-8.76,95.7,95,12.7755252214676
39.4,-8.76,96.3,96,12.8221559582296
39.56,-8.76,97.6,97,12.8689426893408
39.73,-8.76,97,97,12.8737043844488
