"","uniqueID","lastchilldate","datasetID","ID_chilltreat","study","Entered.By","genus","species","varetc","woody","population","population.detail","provenance.lat","provenance.long","population.altitude.m","continent","year","material","fieldchill","fieldsample.date","chilltemp","chillphotoperiod","chilldays","forcetemp","forcetemp_night","photoperiod_day","photoperiod_night","respvar","response","response.time","n","error.type","resp_error","figure.table..if.applicable.","growing.lat","growing.long","field.chill.units","cu.model","other.treatment","irradiance","irradiance.units","humidity","number.longdays","dormancy_induction_temp_day","dormancy_induction_temp_night","dormancy_induction_days","dormancy_induction_photoperiod_day","dormancy_induction_photoperiod_night","dormancy_induction_days.1","freeze.treatment.time","freeze.treatment.photoperiod_day","freeze.treatment.photoperiod_night","freeze.treatment.temp_day","freeze.treatment.temp_night","response..pre.treatment.","response..post.treatment","respvar.simple","datasetIDstudy","multiresp","multibothresp","multi_respvar","multi_respvar.simple","vector.duplicates","to.remove","chillbyhand","fieldsample.date2","chill.lat","chill.long","addexpwarm","Exp_Chilling_Hours","Exp_Utah_Model","Exp_Chill_portions","ID_fieldsample.date2","Season","End_year","Field_Chilling_Hours","Field_Utah_Model","Field_Chill_portions","Total_Chilling_Hours","Total_Utah_Model","Total_Chill_portions","dbb","maxperc_bb","minperc_bb","dist.50bb","expstartdate","response.time.integer","bbdate","avg_bbtemp"
"1409","gianfagna85 1984-03-27 20    12",NA,"gianfagna85","gianfagna85..","exp1","TS","Malus","domestica","Spatbluhender","yes","Cream Ridge, NJ","",40.133,-74.524,"","north america",1984,"cuttings","yes","27-Mar-1984","","","","20","20","12","12","daysto50%budburst","timeonly",21,"4","","","fig 1",40.133,-74.524,NA,"","","","","","","","","","","",NA,"","","","","",NA,NA,"daystobudburst","gianfagna85 exp1",FALSE,FALSE,FALSE,FALSE,"gianfagna85_exp1_Malus_domestica_Spatbluhender_1984_Cream Ridge, NJ_ -74.524000_ 40.133000__40.13300_ -74.524000___27-Mar-1984______20____NA____cuttings_4_NA___",0,0,"1984-03-27",40.133,-74.524,"0",NA,NA,NA,"gianfagna85_40.133_-74.524_1984-03-27_0","1983/1984",1984,1493,1177,107.066707486476,1493,1177,107.066707486476,NA,NA,NA,NA,1984-03-27,21,1984-04-17,19.7300000190735
"1410","gianfagna85 1984-03-27 20    12",NA,"gianfagna85","gianfagna85..","exp1","TS","Malus","domestica","Camuzat","yes","Cream Ridge, NJ","",40.133,-74.524,"","north america",1984,"cuttings","yes","27-Mar-1984","","","","20","20","12","12","daysto50%budburst","timeonly",18,"4","","","fig 1",40.133,-74.524,NA,"","","","","","","","","","","",NA,"","","","","",NA,NA,"daystobudburst","gianfagna85 exp1",FALSE,FALSE,FALSE,FALSE,"gianfagna85_exp1_Malus_domestica_Camuzat_1984_Cream Ridge, NJ_ -74.524000_ 40.133000__40.13300_ -74.524000___27-Mar-1984______20____NA____cuttings_4_NA___",0,0,"1984-03-27",40.133,-74.524,"0",NA,NA,NA,"gianfagna85_40.133_-74.524_1984-03-27_0","1983/1984",1984,1493,1177,107.066707486476,1493,1177,107.066707486476,NA,NA,NA,NA,1984-03-27,18,1984-04-14,19.6873684431377
"1411","gianfagna85 1984-04-10 10    12",NA,"gianfagna85","gianfagna85..","exp1","TS","Malus","domestica","226","yes","Cream Ridge, NJ","",40.133,-74.524,"","north america",1984,"cuttings","yes","10-Apr-1984","","","","10","10","12","12","daysto50%budburst","timeonly",8,"4","","","fig 2",40.133,-74.524,NA,"","","","","","","","","","","",NA,"","","","","",NA,NA,"daystobudburst","gianfagna85 exp1",FALSE,FALSE,FALSE,FALSE,"gianfagna85_exp1_Malus_domestica_226_1984_Cream Ridge, NJ_ -74.524000_ 40.133000__40.13300_ -74.524000___10-Apr-1984______10____NA____cuttings_4_NA___",0,0,"1984-04-10",40.133,-74.524,"0",NA,NA,NA,"gianfagna85_40.133_-74.524_1984-04-10_0","1983/1984",1984,1678,1371.5,116.458471810416,1678,1371.5,116.458471810416,NA,NA,NA,NA,1984-04-10,8,1984-04-18,10.4283333089617
"1412","gianfagna85 1984-04-10 10    12",NA,"gianfagna85","gianfagna85..","exp1","TS","Malus","domestica","150","yes","Cream Ridge, NJ","",40.133,-74.524,"","north america",1984,"cuttings","yes","10-Apr-1984","","","","10","10","12","12","daysto50%budburst","timeonly",24.1,"4","","","fig 2",40.133,-74.524,NA,"","","","","","","","","","","",NA,"","","","","",NA,NA,"daystobudburst","gianfagna85 exp1",FALSE,FALSE,FALSE,FALSE,"gianfagna85_exp1_Malus_domestica_150_1984_Cream Ridge, NJ_ -74.524000_ 40.133000__40.13300_ -74.524000___10-Apr-1984______10____NA____cuttings_4_NA___",0,0,"1984-04-10",40.133,-74.524,"0",NA,NA,NA,"gianfagna85_40.133_-74.524_1984-04-10_0","1983/1984",1984,1678,1371.5,116.458471810416,1678,1371.5,116.458471810416,NA,NA,NA,NA,1984-04-10,24,1984-05-04,10.1541999912262
"1413","gianfagna85 1984-04-10 10    12",NA,"gianfagna85","gianfagna85..","exp1","TS","Malus","domestica","Red Delicious","yes","Cream Ridge, NJ","",40.133,-74.524,"","north america",1984,"cuttings","yes","10-Apr-1984","","","","10","10","12","12","daysto50%budburst","timeonly",6,"4","","","fig 2",40.133,-74.524,NA,"","","","","","","","","","","",NA,"","","","","",NA,NA,"daystobudburst","gianfagna85 exp1",FALSE,FALSE,FALSE,FALSE,"gianfagna85_exp1_Malus_domestica_Red Delicious_1984_Cream Ridge, NJ_ -74.524000_ 40.133000__40.13300_ -74.524000___10-Apr-1984______10____NA____cuttings_4_NA___",0,0,"1984-04-10",40.133,-74.524,"0",NA,NA,NA,"gianfagna85_40.133_-74.524_1984-04-10_0","1983/1984",1984,1678,1371.5,116.458471810416,1678,1371.5,116.458471810416,NA,NA,NA,NA,1984-04-10,6,1984-04-16,10.5507142543793
"1414","gianfagna85 1984-04-10 15    11",NA,"gianfagna85","gianfagna85..","exp1","TS","Malus","domestica","226","yes","Cream Ridge, NJ","",40.133,-74.524,"","north america",1984,"cuttings","yes","10-Apr-1984","","","","15","15","11","13","daysto50%budburst","timeonly",1.9,"4","","","fig 3",40.133,-74.524,NA,"","","","","","","","","","","",NA,"","","","","",NA,NA,"daystobudburst","gianfagna85 exp1",FALSE,FALSE,FALSE,FALSE,"gianfagna85_exp1_Malus_domestica_226_1984_Cream Ridge, NJ_ -74.524000_ 40.133000__40.13300_ -74.524000___10-Apr-1984______15____NA____cuttings_4_NA___",0,0,"1984-04-10",40.133,-74.524,"0",NA,NA,NA,"gianfagna85_40.133_-74.524_1984-04-10_0","1983/1984",1984,1678,1371.5,116.458471810416,1678,1371.5,116.458471810416,NA,NA,NA,NA,1984-04-10,1,1984-04-11,14.4274998903275
"1415","gianfagna85 1984-04-10 15    11",NA,"gianfagna85","gianfagna85..","exp1","TS","Malus","domestica","150","yes","Cream Ridge, NJ","",40.133,-74.524,"","north america",1984,"cuttings","yes","10-Apr-1984","","","","15","15","11","13","daysto50%budburst","timeonly",1.3,"4","","","fig 3",40.133,-74.524,NA,"","","","","","","","","","","",NA,"","","","","",NA,NA,"daystobudburst","gianfagna85 exp1",FALSE,FALSE,FALSE,FALSE,"gianfagna85_exp1_Malus_domestica_150_1984_Cream Ridge, NJ_ -74.524000_ 40.133000__40.13300_ -74.524000___10-Apr-1984______15____NA____cuttings_4_NA___",0,0,"1984-04-10",40.133,-74.524,"0",NA,NA,NA,"gianfagna85_40.133_-74.524_1984-04-10_0","1983/1984",1984,1678,1371.5,116.458471810416,1678,1371.5,116.458471810416,NA,NA,NA,NA,1984-04-10,1,1984-04-11,14.4274998903275
"1416","gianfagna85 1984-04-10 15    11",NA,"gianfagna85","gianfagna85..","exp1","TS","Malus","domestica","Red Delicious","yes","Cream Ridge, NJ","",40.133,-74.524,"","north america",1984,"cuttings","yes","10-Apr-1984","","","","15","15","11","13","daysto50%budburst","timeonly",0.8,"4","","","fig 3",40.133,-74.524,NA,"","","","","","","","","","","",NA,"","","","","",NA,NA,"daystobudburst","gianfagna85 exp1",FALSE,FALSE,FALSE,FALSE,"gianfagna85_exp1_Malus_domestica_Red Delicious_1984_Cream Ridge, NJ_ -74.524000_ 40.133000__40.13300_ -74.524000___10-Apr-1984______15____NA____cuttings_4_NA___",0,0,"1984-04-10",40.133,-74.524,"0",NA,NA,NA,"gianfagna85_40.133_-74.524_1984-04-10_0","1983/1984",1984,1678,1371.5,116.458471810416,1678,1371.5,116.458471810416,NA,NA,NA,NA,1984-04-10,0,1984-04-10,13.8549997806549
"1417","gianfagna85 1984-04-10 15    12",NA,"gianfagna85","gianfagna85..","exp1","TS","Malus","domestica","337","yes","Cream Ridge, NJ","",40.133,-74.524,"","north america",1984,"cuttings","yes","10-Apr-1984","","","","15","15","12","12","daysto50%budburst","timeonly",18.9,"4","","","fig 3",40.133,-74.524,NA,"","","","","","","","","","","",NA,"","","","","",NA,NA,"daystobudburst","gianfagna85 exp1",FALSE,FALSE,FALSE,FALSE,"gianfagna85_exp1_Malus_domestica_337_1984_Cream Ridge, NJ_ -74.524000_ 40.133000__40.13300_ -74.524000___10-Apr-1984______15____NA____cuttings_4_NA___",0,0,"1984-04-10",40.133,-74.524,"0",NA,NA,NA,"gianfagna85_40.133_-74.524_1984-04-10_0","1983/1984",1984,1678,1371.5,116.458471810416,1678,1371.5,116.458471810416,NA,NA,NA,NA,1984-04-10,18,1984-04-28,14.9397368305608
"1418","gianfagna85 1984-04-10 15    12",NA,"gianfagna85","gianfagna85..","exp1","TS","Malus","domestica","Spatbluhender","yes","Cream Ridge, NJ","",40.133,-74.524,"","north america",1984,"cuttings","yes","10-Apr-1984","","","","15","15","12","12","daysto50%budburst","timeonly",20,"4","","","fig 3",40.133,-74.524,NA,"","","","","","","","","","","",NA,"","","","","",NA,NA,"daystobudburst","gianfagna85 exp1",FALSE,FALSE,FALSE,FALSE,"gianfagna85_exp1_Malus_domestica_Spatbluhender_1984_Cream Ridge, NJ_ -74.524000_ 40.133000__40.13300_ -74.524000___10-Apr-1984______15____NA____cuttings_4_NA___",0,0,"1984-04-10",40.133,-74.524,"0",NA,NA,NA,"gianfagna85_40.133_-74.524_1984-04-10_0","1983/1984",1984,1678,1371.5,116.458471810416,1678,1371.5,116.458471810416,NA,NA,NA,NA,1984-04-10,20,1984-04-30,14.9454761800312
"1419","gianfagna85 1984-04-10 15    12",NA,"gianfagna85","gianfagna85..","exp1","TS","Malus","domestica","Camuzat","yes","Cream Ridge, NJ","",40.133,-74.524,"","north america",1984,"cuttings","yes","10-Apr-1984","","","","15","15","12","12","daysto50%budburst","timeonly",22,"4","","","fig 3",40.133,-74.524,NA,"","","","","","","","","","","",NA,"","","","","",NA,NA,"daystobudburst","gianfagna85 exp1",FALSE,FALSE,FALSE,FALSE,"gianfagna85_exp1_Malus_domestica_Camuzat_1984_Cream Ridge, NJ_ -74.524000_ 40.133000__40.13300_ -74.524000___10-Apr-1984______15____NA____cuttings_4_NA___",0,0,"1984-04-10",40.133,-74.524,"0",NA,NA,NA,"gianfagna85_40.133_-74.524_1984-04-10_0","1983/1984",1984,1678,1371.5,116.458471810416,1678,1371.5,116.458471810416,NA,NA,NA,NA,1984-04-10,22,1984-05-02,14.9502173817676
"1420","gianfagna85 1984-04-10 20    11",NA,"gianfagna85","gianfagna85..","exp1","TS","Malus","domestica","226","yes","Cream Ridge, NJ","",40.133,-74.524,"","north america",1984,"cuttings","yes","10-Apr-1984","","","","20","20","11","13","daysto50%budburst","timeonly",1.9,"4","","","fig 1",40.133,-74.524,NA,"","","","","","","","","","","",NA,"","","","","",NA,NA,"daystobudburst","gianfagna85 exp1",FALSE,FALSE,FALSE,FALSE,"gianfagna85_exp1_Malus_domestica_226_1984_Cream Ridge, NJ_ -74.524000_ 40.133000__40.13300_ -74.524000___10-Apr-1984______20____NA____cuttings_4_NA___",0,0,"1984-04-10",40.133,-74.524,"0",NA,NA,NA,"gianfagna85_40.133_-74.524_1984-04-10_0","1983/1984",1984,1678,1371.5,116.458471810416,1678,1371.5,116.458471810416,NA,NA,NA,NA,1984-04-10,1,1984-04-11,16.9274998903275
"1421","gianfagna85 1984-04-10 20    11",NA,"gianfagna85","gianfagna85..","exp1","TS","Malus","domestica","Red Delicious","yes","Cream Ridge, NJ","",40.133,-74.524,"","north america",1984,"cuttings","yes","10-Apr-1984","","","","20","20","11","13","daysto50%budburst","timeonly",0.9,"4","","","fig 1",40.133,-74.524,NA,"","","","","","","","","","","",NA,"","","","","",NA,NA,"daystobudburst","gianfagna85 exp1",FALSE,FALSE,FALSE,FALSE,"gianfagna85_exp1_Malus_domestica_Red Delicious_1984_Cream Ridge, NJ_ -74.524000_ 40.133000__40.13300_ -74.524000___10-Apr-1984______20____NA____cuttings_4_NA___",0,0,"1984-04-10",40.133,-74.524,"0",NA,NA,NA,"gianfagna85_40.133_-74.524_1984-04-10_0","1983/1984",1984,1678,1371.5,116.458471810416,1678,1371.5,116.458471810416,NA,NA,NA,NA,1984-04-10,0,1984-04-10,13.8549997806549
"1422","gianfagna85 1984-04-10 20    12",NA,"gianfagna85","gianfagna85..","exp1","TS","Malus","domestica","150","yes","Cream Ridge, NJ","",40.133,-74.524,"","north america",1984,"cuttings","yes","10-Apr-1984","","","","20","20","12","12","daysto50%budburst","timeonly",5.8,"4","","","fig 1",40.133,-74.524,NA,"","","","","","","","","","","",NA,"","","","","",NA,NA,"daystobudburst","gianfagna85 exp1",FALSE,FALSE,FALSE,FALSE,"gianfagna85_exp1_Malus_domestica_150_1984_Cream Ridge, NJ_ -74.524000_ 40.133000__40.13300_ -74.524000___10-Apr-1984______20____NA____cuttings_4_NA___",0,0,"1984-04-10",40.133,-74.524,"0",NA,NA,NA,"gianfagna85_40.133_-74.524_1984-04-10_0","1983/1984",1984,1678,1371.5,116.458471810416,1678,1371.5,116.458471810416,NA,NA,NA,NA,1984-04-10,5,1984-04-15,18.9758332967758
"1423","gianfagna85 1984-04-10 20    12",NA,"gianfagna85","gianfagna85..","exp1","TS","Malus","domestica","337","yes","Cream Ridge, NJ","",40.133,-74.524,"","north america",1984,"cuttings","yes","10-Apr-1984","","","","20","20","12","12","daysto50%budburst","timeonly",6.3,"4","","","fig 1",40.133,-74.524,NA,"","","","","","","","","","","",NA,"","","","","",NA,NA,"daystobudburst","gianfagna85 exp1",FALSE,FALSE,FALSE,FALSE,"gianfagna85_exp1_Malus_domestica_337_1984_Cream Ridge, NJ_ -74.524000_ 40.133000__40.13300_ -74.524000___10-Apr-1984______20____NA____cuttings_4_NA___",0,0,"1984-04-10",40.133,-74.524,"0",NA,NA,NA,"gianfagna85_40.133_-74.524_1984-04-10_0","1983/1984",1984,1678,1371.5,116.458471810416,1678,1371.5,116.458471810416,NA,NA,NA,NA,1984-04-10,6,1984-04-16,19.1221428258078
"1424","gianfagna85 1984-04-10 20    12",NA,"gianfagna85","gianfagna85..","exp1","TS","Malus","domestica","Spatbluhender","yes","Cream Ridge, NJ","",40.133,-74.524,"","north america",1984,"cuttings","yes","10-Apr-1984","","","","20","20","12","12","daysto50%budburst","timeonly",18,"4","","","fig 1",40.133,-74.524,NA,"","","","","","","","","","","",NA,"","","","","",NA,NA,"daystobudburst","gianfagna85 exp1",FALSE,FALSE,FALSE,FALSE,"gianfagna85_exp1_Malus_domestica_Spatbluhender_1984_Cream Ridge, NJ_ -74.524000_ 40.133000__40.13300_ -74.524000___10-Apr-1984______20____NA____cuttings_4_NA___",0,0,"1984-04-10",40.133,-74.524,"0",NA,NA,NA,"gianfagna85_40.133_-74.524_1984-04-10_0","1983/1984",1984,1678,1371.5,116.458471810416,1678,1371.5,116.458471810416,NA,NA,NA,NA,1984-04-10,18,1984-04-28,19.6765789358239
"1425","gianfagna85 1984-04-10 20    12",NA,"gianfagna85","gianfagna85..","exp1","TS","Malus","domestica","Camuzat","yes","Cream Ridge, NJ","",40.133,-74.524,"","north america",1984,"cuttings","yes","10-Apr-1984","","","","20","20","12","12","daysto50%budburst","timeonly",10.8,"4","","","fig 1",40.133,-74.524,NA,"","","","","","","","","","","",NA,"","","","","",NA,NA,"daystobudburst","gianfagna85 exp1",FALSE,FALSE,FALSE,FALSE,"gianfagna85_exp1_Malus_domestica_Camuzat_1984_Cream Ridge, NJ_ -74.524000_ 40.133000__40.13300_ -74.524000___10-Apr-1984______20____NA____cuttings_4_NA___",0,0,"1984-04-10",40.133,-74.524,"0",NA,NA,NA,"gianfagna85_40.133_-74.524_1984-04-10_0","1983/1984",1984,1678,1371.5,116.458471810416,1678,1371.5,116.458471810416,NA,NA,NA,NA,1984-04-10,10,1984-04-20,19.4413636164232
"1426","gianfagna85 1984-04-24 10    11",NA,"gianfagna85","gianfagna85..","exp1","TS","Malus","domestica","226","yes","Cream Ridge, NJ","",40.133,-74.524,"","north america",1984,"cuttings","yes","24-Apr-1984","","","","10","10","11","13","daysto50%budburst","timeonly",2.2,"4","","","fig 2",40.133,-74.524,NA,"","","","","","","","","","","",NA,"","","","","",NA,NA,"daystobudburst","gianfagna85 exp1",FALSE,FALSE,FALSE,FALSE,"gianfagna85_exp1_Malus_domestica_226_1984_Cream Ridge, NJ_ -74.524000_ 40.133000__40.13300_ -74.524000___24-Apr-1984______10____NA____cuttings_4_NA___",0,0,"1984-04-24",40.133,-74.524,"0",NA,NA,NA,"gianfagna85_40.133_-74.524_1984-04-24_0","1983/1984",1984,1811,1586,127.089786324088,1811,1586,127.089786324088,NA,NA,NA,NA,1984-04-24,2,1984-04-26,12.4766666094462
"1427","gianfagna85 1984-04-24 10    11",NA,"gianfagna85","gianfagna85..","exp1","TS","Malus","domestica","Red Delicious","yes","Cream Ridge, NJ","",40.133,-74.524,"","north america",1984,"cuttings","yes","24-Apr-1984","","","","10","10","11","13","daysto50%budburst","timeonly",0.4,"4","","","fig 2",40.133,-74.524,NA,"","","","","","","","","","","",NA,"","","","","",NA,NA,"daystobudburst","gianfagna85 exp1",FALSE,FALSE,FALSE,FALSE,"gianfagna85_exp1_Malus_domestica_Red Delicious_1984_Cream Ridge, NJ_ -74.524000_ 40.133000__40.13300_ -74.524000___24-Apr-1984______10____NA____cuttings_4_NA___",0,0,"1984-04-24",40.133,-74.524,"0",NA,NA,NA,"gianfagna85_40.133_-74.524_1984-04-24_0","1983/1984",1984,1811,1586,127.089786324088,1811,1586,127.089786324088,NA,NA,NA,NA,1984-04-24,0,1984-04-24,17.4299998283387
"1428","gianfagna85 1984-04-24 10    12",NA,"gianfagna85","gianfagna85..","exp1","TS","Malus","domestica","150","yes","Cream Ridge, NJ","",40.133,-74.524,"","north america",1984,"cuttings","yes","24-Apr-1984","","","","10","10","12","12","daysto50%budburst","timeonly",6.1,"4","","","fig 2",40.133,-74.524,NA,"","","","","","","","","","","",NA,"","","","","",NA,NA,"daystobudburst","gianfagna85 exp1",FALSE,FALSE,FALSE,FALSE,"gianfagna85_exp1_Malus_domestica_150_1984_Cream Ridge, NJ_ -74.524000_ 40.133000__40.13300_ -74.524000___24-Apr-1984______10____NA____cuttings_4_NA___",0,0,"1984-04-24",40.133,-74.524,"0",NA,NA,NA,"gianfagna85_40.133_-74.524_1984-04-24_0","1983/1984",1984,1811,1586,127.089786324088,1811,1586,127.089786324088,NA,NA,NA,NA,1984-04-24,6,1984-04-30,11.0614285469055
"1429","gianfagna85 1984-04-24 10    13",NA,"gianfagna85","gianfagna85..","exp1","TS","Malus","domestica","337","yes","Cream Ridge, NJ","",40.133,-74.524,"","north america",1984,"cuttings","yes","24-Apr-1984","","","","10","10","13","11","daysto50%budburst","timeonly",30,"4","","","fig 2",40.133,-74.524,NA,"","","","","","","","","","","",NA,"","","","","",NA,NA,"daystobudburst","gianfagna85 exp1",FALSE,FALSE,FALSE,FALSE,"gianfagna85_exp1_Malus_domestica_337_1984_Cream Ridge, NJ_ -74.524000_ 40.133000__40.13300_ -74.524000___24-Apr-1984______10____NA____cuttings_4_NA___",0,0,"1984-04-24",40.133,-74.524,"0",NA,NA,NA,"gianfagna85_40.133_-74.524_1984-04-24_0","1983/1984",1984,1811,1586,127.089786324088,1811,1586,127.089786324088,NA,NA,NA,NA,1984-04-24,30,1984-05-24,10.2396774138174
"1430","gianfagna85 1984-04-24 15    11",NA,"gianfagna85","gianfagna85..","exp1","TS","Malus","domestica","226","yes","Cream Ridge, NJ","",40.133,-74.524,"","north america",1984,"cuttings","yes","24-Apr-1984","","","","15","15","11","13","daysto50%budburst","timeonly",1.6,"4","","","fig 3",40.133,-74.524,NA,"","","","","","","","","","","",NA,"","","","","",NA,NA,"daystobudburst","gianfagna85 exp1",FALSE,FALSE,FALSE,FALSE,"gianfagna85_exp1_Malus_domestica_226_1984_Cream Ridge, NJ_ -74.524000_ 40.133000__40.13300_ -74.524000___24-Apr-1984______15____NA____cuttings_4_NA___",0,0,"1984-04-24",40.133,-74.524,"0",NA,NA,NA,"gianfagna85_40.133_-74.524_1984-04-24_0","1983/1984",1984,1811,1586,127.089786324088,1811,1586,127.089786324088,NA,NA,NA,NA,1984-04-24,1,1984-04-25,16.2149999141694
"1431","gianfagna85 1984-04-24 15    11",NA,"gianfagna85","gianfagna85..","exp1","TS","Malus","domestica","150","yes","Cream Ridge, NJ","",40.133,-74.524,"","north america",1984,"cuttings","yes","24-Apr-1984","","","","15","15","11","13","daysto50%budburst","timeonly",1.1,"4","","","fig 3",40.133,-74.524,NA,"","","","","","","","","","","",NA,"","","","","",NA,NA,"daystobudburst","gianfagna85 exp1",FALSE,FALSE,FALSE,FALSE,"gianfagna85_exp1_Malus_domestica_150_1984_Cream Ridge, NJ_ -74.524000_ 40.133000__40.13300_ -74.524000___24-Apr-1984______15____NA____cuttings_4_NA___",0,0,"1984-04-24",40.133,-74.524,"0",NA,NA,NA,"gianfagna85_40.133_-74.524_1984-04-24_0","1983/1984",1984,1811,1586,127.089786324088,1811,1586,127.089786324088,NA,NA,NA,NA,1984-04-24,1,1984-04-25,16.2149999141694
"1432","gianfagna85 1984-04-24 15    11",NA,"gianfagna85","gianfagna85..","exp1","TS","Malus","domestica","Red Delicious","yes","Cream Ridge, NJ","",40.133,-74.524,"","north america",1984,"cuttings","yes","24-Apr-1984","","","","15","15","11","13","daysto50%budburst","timeonly",0.5,"4","","","fig 3",40.133,-74.524,NA,"","","","","","","","","","","",NA,"","","","","",NA,NA,"daystobudburst","gianfagna85 exp1",FALSE,FALSE,FALSE,FALSE,"gianfagna85_exp1_Malus_domestica_Red Delicious_1984_Cream Ridge, NJ_ -74.524000_ 40.133000__40.13300_ -74.524000___24-Apr-1984______15____NA____cuttings_4_NA___",0,0,"1984-04-24",40.133,-74.524,"0",NA,NA,NA,"gianfagna85_40.133_-74.524_1984-04-24_0","1983/1984",1984,1811,1586,127.089786324088,1811,1586,127.089786324088,NA,NA,NA,NA,1984-04-24,0,1984-04-24,17.4299998283387
"1433","gianfagna85 1984-04-24 15    12",NA,"gianfagna85","gianfagna85..","exp1","TS","Malus","domestica","337","yes","Cream Ridge, NJ","",40.133,-74.524,"","north america",1984,"cuttings","yes","24-Apr-1984","","","","15","15","12","12","daysto50%budburst","timeonly",7.3,"4","","","fig 3",40.133,-74.524,NA,"","","","","","","","","","","",NA,"","","","","",NA,NA,"daystobudburst","gianfagna85 exp1",FALSE,FALSE,FALSE,FALSE,"gianfagna85_exp1_Malus_domestica_337_1984_Cream Ridge, NJ_ -74.524000_ 40.133000__40.13300_ -74.524000___24-Apr-1984______15____NA____cuttings_4_NA___",0,0,"1984-04-24",40.133,-74.524,"0",NA,NA,NA,"gianfagna85_40.133_-74.524_1984-04-24_0","1983/1984",1984,1811,1586,127.089786324088,1811,1586,127.089786324088,NA,NA,NA,NA,1984-04-24,7,1984-05-01,15.3037499785423
"1434","gianfagna85 1984-04-24 15    12",NA,"gianfagna85","gianfagna85..","exp1","TS","Malus","domestica","Spatbluhender","yes","Cream Ridge, NJ","",40.133,-74.524,"","north america",1984,"cuttings","yes","24-Apr-1984","","","","15","15","12","12","daysto50%budburst","timeonly",8.1,"4","","","fig 3",40.133,-74.524,NA,"","","","","","","","","","","",NA,"","","","","",NA,NA,"daystobudburst","gianfagna85 exp1",FALSE,FALSE,FALSE,FALSE,"gianfagna85_exp1_Malus_domestica_Spatbluhender_1984_Cream Ridge, NJ_ -74.524000_ 40.133000__40.13300_ -74.524000___24-Apr-1984______15____NA____cuttings_4_NA___",0,0,"1984-04-24",40.133,-74.524,"0",NA,NA,NA,"gianfagna85_40.133_-74.524_1984-04-24_0","1983/1984",1984,1811,1586,127.089786324088,1811,1586,127.089786324088,NA,NA,NA,NA,1984-04-24,8,1984-05-02,15.2699999809265
"1435","gianfagna85 1984-04-24 15    12",NA,"gianfagna85","gianfagna85..","exp1","TS","Malus","domestica","Camuzat","yes","Cream Ridge, NJ","",40.133,-74.524,"","north america",1984,"cuttings","yes","24-Apr-1984","","","","15","15","12","12","daysto50%budburst","timeonly",14.3,"4","","","fig 3",40.133,-74.524,NA,"","","","","","","","","","","",NA,"","","","","",NA,NA,"daystobudburst","gianfagna85 exp1",FALSE,FALSE,FALSE,FALSE,"gianfagna85_exp1_Malus_domestica_Camuzat_1984_Cream Ridge, NJ_ -74.524000_ 40.133000__40.13300_ -74.524000___24-Apr-1984______15____NA____cuttings_4_NA___",0,0,"1984-04-24",40.133,-74.524,"0",NA,NA,NA,"gianfagna85_40.133_-74.524_1984-04-24_0","1983/1984",1984,1811,1586,127.089786324088,1811,1586,127.089786324088,NA,NA,NA,NA,1984-04-24,14,1984-05-08,15.1619999885559
"1436","gianfagna85 1984-04-24 20    11",NA,"gianfagna85","gianfagna85..","exp1","TS","Malus","domestica","226","yes","Cream Ridge, NJ","",40.133,-74.524,"","north america",1984,"cuttings","yes","24-Apr-1984","","","","20","20","11","13","daysto50%budburst","timeonly",2,"4","","","fig 1",40.133,-74.524,NA,"","","","","","","","","","","",NA,"","","","","",NA,NA,"daystobudburst","gianfagna85 exp1",FALSE,FALSE,FALSE,FALSE,"gianfagna85_exp1_Malus_domestica_226_1984_Cream Ridge, NJ_ -74.524000_ 40.133000__40.13300_ -74.524000___24-Apr-1984______20____NA____cuttings_4_NA___",0,0,"1984-04-24",40.133,-74.524,"0",NA,NA,NA,"gianfagna85_40.133_-74.524_1984-04-24_0","1983/1984",1984,1811,1586,127.089786324088,1811,1586,127.089786324088,NA,NA,NA,NA,1984-04-24,2,1984-04-26,19.1433332761129
"1437","gianfagna85 1984-04-24 20    11",NA,"gianfagna85","gianfagna85..","exp1","TS","Malus","domestica","150","yes","Cream Ridge, NJ","",40.133,-74.524,"","north america",1984,"cuttings","yes","24-Apr-1984","","","","20","20","11","13","daysto50%budburst","timeonly",3.9,"4","","","fig 1",40.133,-74.524,NA,"","","","","","","","","","","",NA,"","","","","",NA,NA,"daystobudburst","gianfagna85 exp1",FALSE,FALSE,FALSE,FALSE,"gianfagna85_exp1_Malus_domestica_150_1984_Cream Ridge, NJ_ -74.524000_ 40.133000__40.13300_ -74.524000___24-Apr-1984______20____NA____cuttings_4_NA___",0,0,"1984-04-24",40.133,-74.524,"0",NA,NA,NA,"gianfagna85_40.133_-74.524_1984-04-24_0","1983/1984",1984,1811,1586,127.089786324088,1811,1586,127.089786324088,NA,NA,NA,NA,1984-04-24,3,1984-04-27,19.3574999570847
