datasetID,ID_chilltreat,study,Entered.By,genus,species,varetc,woody,population,population.detail,provenance.lat,provenance.long,population.altitude.m,continent,year,material,fieldchill,fieldsample.date,chilltemp,chillphotoperiod,chilldays,forcetemp,forcetemp_night,photoperiod_day,photoperiod_night,respvar,response,response.time,n,error.type,resp_error,figure.table..if.applicable.,growing.lat,growing.long,field.chill.units,cu.model,other.treatment,irradiance,irradiance.units,humidity,number.longdays,dormancy_induction_temp_day,dormancy_induction_temp_night,dormancy_induction_days,dormancy_induction_photoperiod_day,dormancy_induction_photoperiod_night,dormancy_induction_days.1,freeze.treatment.time,freeze.treatment.photoperiod_day,freeze.treatment.photoperiod_night,freeze.treatment.temp_day,freeze.treatment.temp_night,response..pre.treatment.,response..post.treatment,respvar.simple,datasetIDstudy,multiresp,multibothresp,ID_fieldsample.date,Exp_Chilling_Hours,Exp_Utah_Model,Exp_Chill_portions,ID_fieldsample.date.1,Field_Chilling_Hours,Field_Utah_Model,Field_Chill_portions,Total_Chilling_Hours,Total_Utah_Model,Total_Chill_portions
ashby62,ashby62..,exp1,TS,Tilia,americana,seedlings from single tree,yes,Southern Wisconsin,,42.988,-89.412,,North America,1956,seedlings,,,,,,,,16,8,shootgrowthcm,7.3,,10,,,table 1,NA,NA,NA,,,,,,,,,,,,NA,,,,,,NA,NA,growth,ashby62 exp1,FALSE,TRUE,ashby62.,NA,NA,NA,ashby62.,1356,877,98.79930007,1356,877,98.79930007
ashby62,ashby62..,exp1,TS,Tilia,americana,seedlings from single tree,yes,Southern Wisconsin,,42.988,-89.412,,North America,1956,seedlings,,,,,,,,8,16,leaves,2.3,,10,,,table 1,NA,NA,NA,,,,,,,,,,,,NA,,,,,,NA,NA,othernums,ashby62 exp1,FALSE,TRUE,ashby62.,NA,NA,NA,ashby62.,1356,877,98.79930007,1356,877,98.79930007
ashby62,ashby62..,exp1,TS,Tilia,americana,seedlings from single tree,yes,Southern Wisconsin,,42.988,-89.412,,North America,1956,seedlings,,,,,,,,12,12,leaves,2.1,,10,,,table 1,NA,NA,NA,,,,,,,,,,,,NA,,,,,,NA,NA,othernums,ashby62 exp1,FALSE,TRUE,ashby62.,NA,NA,NA,ashby62.,1356,877,98.79930007,1356,877,98.79930007
ashby62,ashby62..,exp1,TS,Tilia,americana,seedlings from single tree,yes,Southern Wisconsin,,42.988,-89.412,,North America,1956,seedlings,,,,,,,,16,8,leaves,3.2,,10,,,table 1,NA,NA,NA,,,,,,,,,,,,NA,,,,,,NA,NA,othernums,ashby62 exp1,FALSE,TRUE,ashby62.,NA,NA,NA,ashby62.,1356,877,98.79930007,1356,877,98.79930007
ashby62,ashby62..,exp1,TS,Tilia,americana,seedlings from single tree,yes,Southern Wisconsin,,42.988,-89.412,,North America,1956,seedlings,,,,,,,,8,16,weeksofleafproduction,4.8,,10,,,table 1,NA,NA,NA,,,,,,,,,,,,NA,,,,,,NA,NA,other,ashby62 exp1,FALSE,TRUE,ashby62.,NA,NA,NA,ashby62.,1356,877,98.79930007,1356,877,98.79930007
ashby62,ashby62..,exp1,TS,Tilia,americana,seedlings from single tree,yes,Southern Wisconsin,,42.988,-89.412,,North America,1956,seedlings,,,,,,,,12,12,weeksofleafproduction,3.9,,10,,,table 1,NA,NA,NA,,,,,,,,,,,,NA,,,,,,NA,NA,other,ashby62 exp1,FALSE,TRUE,ashby62.,NA,NA,NA,ashby62.,1356,877,98.79930007,1356,877,98.79930007
ashby62,ashby62..,exp1,TS,Tilia,americana,seedlings from single tree,yes,Southern Wisconsin,,42.988,-89.412,,North America,1956,seedlings,,,,,,,,16,8,weeksofleafproduction,5.8,,10,,,table 1,NA,NA,NA,,,,,,,,,,,,NA,,,,,,NA,NA,other,ashby62 exp1,FALSE,TRUE,ashby62.,NA,NA,NA,ashby62.,1356,877,98.79930007,1356,877,98.79930007
ashby62,ashby62..,exp1,TS,Tilia,americana,seedlings,yes,Southwestern Michigan,,41.947,-86.334,,North America,1956,seedlings,,,,,,,,8,16,shootgrowthcm,4.2,,5,,,table 1,NA,NA,NA,,,,,,,,,,,,NA,,,,,,NA,NA,growth,ashby62 exp1,FALSE,TRUE,ashby62.,NA,NA,NA,ashby62.,1356,877,98.79930007,1356,877,98.79930007
ashby62,ashby62..,exp1,TS,Tilia,americana,seedlings,yes,Southwestern Michigan,,41.947,-86.334,,North America,1956,seedlings,,,,,,,,12,12,shootgrowthcm,5.9,,5,,,table 1,NA,NA,NA,,,,,,,,,,,,NA,,,,,,NA,NA,growth,ashby62 exp1,FALSE,TRUE,ashby62.,NA,NA,NA,ashby62.,1356,877,98.79930007,1356,877,98.79930007
ashby62,ashby62..,exp1,TS,Tilia,americana,seedlings,yes,Southwestern Michigan,,41.947,-86.334,,North America,1956,seedlings,,,,,,,,16,8,shootgrowthcm,12.5,,5,,,table 1,NA,NA,NA,,,,,,,,,,,,NA,,,,,,NA,NA,growth,ashby62 exp1,FALSE,TRUE,ashby62.,NA,NA,NA,ashby62.,1356,877,98.79930007,1356,877,98.79930007
ashby62,ashby62..,exp1,TS,Tilia,americana,seedlings,yes,Southwestern Michigan,,41.947,-86.334,,North America,1956,seedlings,,,,,,,,8,16,leaves,3.6,,5,,,table 1,NA,NA,NA,,,,,,,,,,,,NA,,,,,,NA,NA,othernums,ashby62 exp1,FALSE,TRUE,ashby62.,NA,NA,NA,ashby62.,1356,877,98.79930007,1356,877,98.79930007
ashby62,ashby62..,exp1,TS,Tilia,americana,seedlings,yes,Southwestern Michigan,,41.947,-86.334,,North America,1956,seedlings,,,,,,,,12,12,leaves,5.6,,5,,,table 1,NA,NA,NA,,,,,,,,,,,,NA,,,,,,NA,NA,othernums,ashby62 exp1,FALSE,TRUE,ashby62.,NA,NA,NA,ashby62.,1356,877,98.79930007,1356,877,98.79930007
ashby62,ashby62..,exp1,TS,Tilia,americana,seedlings,yes,Southwestern Michigan,,41.947,-86.334,,North America,1956,seedlings,,,,,,,,16,8,leaves,6.4,,5,,,table 1,NA,NA,NA,,,,,,,,,,,,NA,,,,,,NA,NA,othernums,ashby62 exp1,FALSE,TRUE,ashby62.,NA,NA,NA,ashby62.,1356,877,98.79930007,1356,877,98.79930007
ashby62,ashby62..,exp1,TS,Tilia,americana,seedlings,yes,Southwestern Michigan,,41.947,-86.334,,North America,1956,seedlings,,,,,,,,8,16,weeksofleafproduction,8,,5,,,table 1,NA,NA,NA,,,,,,,,,,,,NA,,,,,,NA,NA,other,ashby62 exp1,FALSE,TRUE,ashby62.,NA,NA,NA,ashby62.,1356,877,98.79930007,1356,877,98.79930007
ashby62,ashby62..,exp1,TS,Tilia,americana,seedlings,yes,Southwestern Michigan,,41.947,-86.334,,North America,1956,seedlings,,,,,,,,12,12,weeksofleafproduction,10,,5,,,table 1,NA,NA,NA,,,,,,,,,,,,NA,,,,,,NA,NA,other,ashby62 exp1,FALSE,TRUE,ashby62.,NA,NA,NA,ashby62.,1356,877,98.79930007,1356,877,98.79930007
ashby62,ashby62..,exp1,TS,Tilia,americana,seedlings,yes,Southwestern Michigan,,41.947,-86.334,,North America,1956,seedlings,,,,,,,,16,8,weeksofleafproduction,9.2,,5,,,table 1,NA,NA,NA,,,,,,,,,,,,NA,,,,,,NA,NA,other,ashby62 exp1,FALSE,TRUE,ashby62.,NA,NA,NA,ashby62.,1356,877,98.79930007,1356,877,98.79930007
ashby62,ashby62..,exp2,TS,Tilia,americana,seedlings,yes,Southwestern Michigan,,41.947,-86.334,,North America,1957,plants,yes,12/11/56,,,,,,8,16,daystobudburst,13,,5,,,table 4,41.788,-87.599,NA,,,,,,,,,,,,NA,,,,,,NA,NA,daystobudburst,ashby62 exp2,FALSE,TRUE,ashby62.1956-12-11,NA,NA,NA,ashby62.1956-12-11,482,167.5,32.71107653,482,167.5,32.71107653
ashby62,ashby62..,exp2,TS,Tilia,americana,seedlings,yes,Southwestern Michigan,,41.947,-86.334,,North America,1957,plants,yes,12/11/56,,,,,,8,16,leaves,6.2,,5,,,table 4,41.788,-87.599,NA,,,,,,,,,,,,NA,,,,,,NA,NA,othernums,ashby62 exp2,FALSE,TRUE,ashby62.1956-12-11,NA,NA,NA,ashby62.1956-12-11,482,167.5,32.71107653,482,167.5,32.71107653
ashby62,ashby62..,exp2,TS,Tilia,americana,seedlings,yes,Southwestern Michigan,,41.947,-86.334,,North America,1957,plants,yes,1/8/57,,,,,,8,16,daystobudburst,7.2,,5,,,table 4,41.788,-87.599,NA,,,,,,,,,,,,NA,,,,,,NA,NA,daystobudburst,ashby62 exp2,FALSE,TRUE,ashby62.1957-01-08,NA,NA,NA,ashby62.1957-01-08,738,311,44.01584983,738,311,44.01584983
ashby62,ashby62..,exp2,TS,Tilia,americana,seedlings,yes,Southwestern Michigan,,41.947,-86.334,,North America,1957,plants,yes,1/8/57,,,,,,8,16,leaves,6,,5,,,table 4,41.788,-87.599,NA,,,,,,,,,,,,NA,,,,,,NA,NA,othernums,ashby62 exp2,FALSE,TRUE,ashby62.1957-01-08,NA,NA,NA,ashby62.1957-01-08,738,311,44.01584983,738,311,44.01584983
ashby62,ashby62..,exp2,TS,Tilia,americana,seedlings,yes,Southwestern Michigan,,41.947,-86.334,,North America,1957,plants,yes,2/5/57,,,,,,8,16,daystobudburst,4.2,,5,,,table 4,41.788,-87.599,NA,,,,,,,,,,,,NA,,,,,,NA,NA,daystobudburst,ashby62 exp2,FALSE,TRUE,ashby62.1957-02-05,NA,NA,NA,ashby62.1957-02-05,806,344.5,53.85450386,806,344.5,53.85450386
ashby62,ashby62..,exp2,TS,Tilia,americana,seedlings,yes,Southwestern Michigan,,41.947,-86.334,,North America,1957,plants,yes,2/5/57,,,,,,8,16,leaves,5,,5,,,table 4,41.788,-87.599,NA,,,,,,,,,,,,NA,,,,,,NA,NA,othernums,ashby62 exp2,FALSE,TRUE,ashby62.1957-02-05,NA,NA,NA,ashby62.1957-02-05,806,344.5,53.85450386,806,344.5,53.85450386
ashby62,ashby62..,exp2,TS,Tilia,americana,seedlings,yes,Southwestern Michigan,,41.947,-86.334,,North America,1957,plants,yes,3/4/57,,,,,,8,16,daystobudburst,3,,5,,,table 4,41.788,-87.599,NA,,,,,,,,,,,,NA,,,,,,NA,NA,daystobudburst,ashby62 exp2,FALSE,TRUE,ashby62.1957-03-04,NA,NA,NA,ashby62.1957-03-04,1075,496.5,71.56272852,1075,496.5,71.56272852
ashby62,ashby62..,exp2,TS,Tilia,americana,seedlings,yes,Southwestern Michigan,,41.947,-86.334,,North America,1957,plants,yes,3/4/57,,,,,,8,16,leaves,7.2,,5,,,table 4,41.788,-87.599,NA,,,,,,,,,,,,NA,,,,,,NA,NA,othernums,ashby62 exp2,FALSE,TRUE,ashby62.1957-03-04,NA,NA,NA,ashby62.1957-03-04,1075,496.5,71.56272852,1075,496.5,71.56272852
ashby62,ashby62..,exp2,TS,Tilia,americana,seedlings,yes,Southwestern Michigan,,41.947,-86.334,,North America,1957,plants,yes,12/11/56,,,,,,12,12,daystobudburst,16.2,,5,,,table 4,41.788,-87.599,NA,,,,,,,,,,,,NA,,,,,,NA,NA,daystobudburst,ashby62 exp2,FALSE,TRUE,ashby62.1956-12-11,NA,NA,NA,ashby62.1956-12-11,482,167.5,32.71107653,482,167.5,32.71107653
ashby62,ashby62..,exp2,TS,Tilia,americana,seedlings,yes,Southwestern Michigan,,41.947,-86.334,,North America,1957,plants,yes,12/11/56,,,,,,12,12,leaves,4.8,,5,,,table 4,41.788,-87.599,NA,,,,,,,,,,,,NA,,,,,,NA,NA,othernums,ashby62 exp2,FALSE,TRUE,ashby62.1956-12-11,NA,NA,NA,ashby62.1956-12-11,482,167.5,32.71107653,482,167.5,32.71107653
ashby62,ashby62..,exp2,TS,Tilia,americana,seedlings,yes,Southwestern Michigan,,41.947,-86.334,,North America,1957,plants,yes,1/8/57,,,,,,12,12,daystobudburst,5.8,,5,,,table 4,41.788,-87.599,NA,,,,,,,,,,,,NA,,,,,,NA,NA,daystobudburst,ashby62 exp2,FALSE,TRUE,ashby62.1957-01-08,NA,NA,NA,ashby62.1957-01-08,738,311,44.01584983,738,311,44.01584983
ashby62,ashby62..,exp2,TS,Tilia,americana,seedlings,yes,Southwestern Michigan,,41.947,-86.334,,North America,1957,plants,yes,1/8/57,,,,,,12,12,leaves,6.8,,5,,,table 4,41.788,-87.599,NA,,,,,,,,,,,,NA,,,,,,NA,NA,othernums,ashby62 exp2,FALSE,TRUE,ashby62.1957-01-08,NA,NA,NA,ashby62.1957-01-08,738,311,44.01584983,738,311,44.01584983
ashby62,ashby62..,exp2,TS,Tilia,americana,seedlings,yes,Southwestern Michigan,,41.947,-86.334,,North America,1957,plants,yes,2/5/57,,,,,,12,12,daystobudburst,4.2,,5,,,table 4,41.788,-87.599,NA,,,,,,,,,,,,NA,,,,,,NA,NA,daystobudburst,ashby62 exp2,FALSE,TRUE,ashby62.1957-02-05,NA,NA,NA,ashby62.1957-02-05,806,344.5,53.85450386,806,344.5,53.85450386
ashby62,ashby62..,exp2,TS,Tilia,americana,seedlings,yes,Southwestern Michigan,,41.947,-86.334,,North America,1957,plants,yes,2/5/57,,,,,,12,12,leaves,5.2,,5,,,table 4,41.788,-87.599,NA,,,,,,,,,,,,NA,,,,,,NA,NA,othernums,ashby62 exp2,FALSE,TRUE,ashby62.1957-02-05,NA,NA,NA,ashby62.1957-02-05,806,344.5,53.85450386,806,344.5,53.85450386
ashby62,ashby62..,exp2,TS,Tilia,americana,seedlings,yes,Southwestern Michigan,,41.947,-86.334,,North America,1957,plants,yes,3/4/57,,,,,,12,12,daystobudburst,2.6,,5,,,table 4,41.788,-87.599,NA,,,,,,,,,,,,NA,,,,,,NA,NA,daystobudburst,ashby62 exp2,FALSE,TRUE,ashby62.1957-03-04,NA,NA,NA,ashby62.1957-03-04,1075,496.5,71.56272852,1075,496.5,71.56272852
ashby62,ashby62..,exp2,TS,Tilia,americana,seedlings,yes,Southwestern Michigan,,41.947,-86.334,,North America,1957,plants,yes,3/4/57,,,,,,12,12,leaves,5.8,,5,,,table 4,41.788,-87.599,NA,,,,,,,,,,,,NA,,,,,,NA,NA,othernums,ashby62 exp2,FALSE,TRUE,ashby62.1957-03-04,NA,NA,NA,ashby62.1957-03-04,1075,496.5,71.56272852,1075,496.5,71.56272852
ashby62,ashby62..,exp2,TS,Tilia,americana,seedlings,yes,Southwestern Michigan,,41.947,-86.334,,North America,1957,plants,yes,12/11/56,,,,,,16,8,daystobudburst,35.5,,5,,,table 4,41.788,-87.599,NA,,,,,,,,,,,,NA,,,,,,NA,NA,daystobudburst,ashby62 exp2,FALSE,TRUE,ashby62.1956-12-11,NA,NA,NA,ashby62.1956-12-11,482,167.5,32.71107653,482,167.5,32.71107653
ashby62,ashby62..,exp2,TS,Tilia,americana,seedlings,yes,Southwestern Michigan,,41.947,-86.334,,North America,1957,plants,yes,12/11/56,,,,,,16,8,leaves,3.6,,5,,,table 4,41.788,-87.599,NA,,,,,,,,,,,,NA,,,,,,NA,NA,othernums,ashby62 exp2,FALSE,TRUE,ashby62.1956-12-11,NA,NA,NA,ashby62.1956-12-11,482,167.5,32.71107653,482,167.5,32.71107653
ashby62,ashby62..,exp2,TS,Tilia,americana,seedlings,yes,Southwestern Michigan,,41.947,-86.334,,North America,1957,plants,yes,1/8/57,,,,,,16,8,daystobudburst,5.8,,5,,,table 4,41.788,-87.599,NA,,,,,,,,,,,,NA,,,,,,NA,NA,daystobudburst,ashby62 exp2,FALSE,TRUE,ashby62.1957-01-08,NA,NA,NA,ashby62.1957-01-08,738,311,44.01584983,738,311,44.01584983
ashby62,ashby62..,exp2,TS,Tilia,americana,seedlings,yes,Southwestern Michigan,,41.947,-86.334,,North America,1957,plants,yes,1/8/57,,,,,,16,8,leaves,4.6,,5,,,table 4,41.788,-87.599,NA,,,,,,,,,,,,NA,,,,,,NA,NA,othernums,ashby62 exp2,FALSE,TRUE,ashby62.1957-01-08,NA,NA,NA,ashby62.1957-01-08,738,311,44.01584983,738,311,44.01584983
ashby62,ashby62..,exp2,TS,Tilia,americana,seedlings,yes,Southwestern Michigan,,41.947,-86.334,,North America,1957,plants,yes,2/5/57,,,,,,16,8,daystobudburst,4.2,,5,,,table 4,41.788,-87.599,NA,,,,,,,,,,,,NA,,,,,,NA,NA,daystobudburst,ashby62 exp2,FALSE,TRUE,ashby62.1957-02-05,NA,NA,NA,ashby62.1957-02-05,806,344.5,53.85450386,806,344.5,53.85450386
ashby62,ashby62..,exp2,TS,Tilia,americana,seedlings,yes,Southwestern Michigan,,41.947,-86.334,,North America,1957,plants,yes,2/5/57,,,,,,16,8,leaves,6.2,,5,,,table 4,41.788,-87.599,NA,,,,,,,,,,,,NA,,,,,,NA,NA,othernums,ashby62 exp2,FALSE,TRUE,ashby62.1957-02-05,NA,NA,NA,ashby62.1957-02-05,806,344.5,53.85450386,806,344.5,53.85450386
ashby62,ashby62..,exp2,TS,Tilia,americana,seedlings,yes,Southwestern Michigan,,41.947,-86.334,,North America,1957,plants,yes,3/4/57,,,,,,16,8,daystobudburst,2.6,,5,,,table 4,41.788,-87.599,NA,,,,,,,,,,,,NA,,,,,,NA,NA,daystobudburst,ashby62 exp2,FALSE,TRUE,ashby62.1957-03-04,NA,NA,NA,ashby62.1957-03-04,1075,496.5,71.56272852,1075,496.5,71.56272852
ashby62,ashby62..,exp2,TS,Tilia,americana,seedlings,yes,Southwestern Michigan,,41.947,-86.334,,North America,1957,plants,yes,3/4/57,,,,,,16,8,leaves,6,,5,,,table 4,41.788,-87.599,NA,,,,,,,,,,,,NA,,,,,,NA,NA,othernums,ashby62 exp2,FALSE,TRUE,ashby62.1957-03-04,NA,NA,NA,ashby62.1957-03-04,1075,496.5,71.56272852,1075,496.5,71.56272852
ashby62,ashby62..,exp2,TS,Tilia,americana,seedlings,yes,Southwestern Michigan,,41.947,-86.334,,North America,1957,plants,yes,12/11/56,,,,,,8,16,daystobudburst,14.8,,5,,,table 4,41.788,-87.599,NA,,,,,,,,,,,,NA,,,,,,NA,NA,daystobudburst,ashby62 exp2,FALSE,TRUE,ashby62.1956-12-11,NA,NA,NA,ashby62.1956-12-11,482,167.5,32.71107653,482,167.5,32.71107653
ashby62,ashby62..,exp2,TS,Tilia,americana,seedlings,yes,Southwestern Michigan,,41.947,-86.334,,North America,1957,plants,yes,12/11/56,,,,,,8,16,leaves,7.4,,5,,,table 4,41.788,-87.599,NA,,,,,,,,,,,,NA,,,,,,NA,NA,othernums,ashby62 exp2,FALSE,TRUE,ashby62.1956-12-11,NA,NA,NA,ashby62.1956-12-11,482,167.5,32.71107653,482,167.5,32.71107653
