"chillport1","siteslist","year","lat","long","lat.long","winter","mat","lo","num.years","cc","chillport2","mat2","chillport4","mat4","chillport3","mat3","chillport5","mat5"
130.992823275593,7,1951,50.5667,9.35,"50.5667 9.35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146.191621803233,7,1952,50.5667,9.35,"50.5667 9.35",0,12.0048348965062,108,9,"apre",NA,NA,NA,NA,NA,NA,NA,NA
143.315289726677,7,1953,50.5667,9.35,"50.5667 9.35",0,12.1557140140129,109,9,"apre",NA,NA,NA,NA,NA,NA,NA,NA
143.799550979715,7,1954,50.5667,9.35,"50.5667 9.35",0,10.653296465177,115,9,"apre",NA,NA,NA,NA,NA,NA,NA,NA
127.515133180215,7,1955,50.5667,9.35,"50.5667 9.35",0,10.0819777966283,119,9,"apre",NA,NA,NA,NA,NA,NA,NA,NA
133.919525218048,7,1956,50.5667,9.35,"50.5667 9.35",0,9.93967010750139,124,9,"apre",NA,NA,NA,NA,NA,NA,NA,NA
147.632042418873,7,1957,50.5667,9.35,"50.5667 9.35",0,10.6420876742187,113,9,"apre",NA,NA,NA,NA,NA,NA,NA,NA
142.351706914026,7,1958,50.5667,9.35,"50.5667 9.35",0,10.3820876800302,127,9,"apre",NA,NA,NA,NA,NA,NA,NA,NA
152.682876733862,7,1959,50.5667,9.35,"50.5667 9.35",0,12.2778019233719,109,9,"apre",NA,NA,NA,NA,NA,NA,NA,NA
143.050798388282,7,1960,50.5667,9.35,"50.5667 9.35",0,11.8586810536191,116,9,"apre",NA,NA,NA,NA,NA,NA,NA,NA
142.471962738055,8,1950,51.6667,6.26667,"51.6667 6.26667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145.564999727103,8,1951,51.6667,6.26667,"51.6667 6.26667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148.564387057893,8,1952,51.6667,6.26667,"51.6667 6.26667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133.698185671357,8,1953,51.6667,6.26667,"51.6667 6.26667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140.84926229877,8,1954,51.6667,6.26667,"51.6667 6.26667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128.512676346632,8,1955,51.6667,6.26667,"51.6667 6.26667",0,11.9057140196008,118,5,"apre",NA,NA,NA,NA,NA,NA,NA,NA
138.898737938772,8,1956,51.6667,6.26667,"51.6667 6.26667",0,11.2062634857842,116,5,"apre",NA,NA,NA,NA,NA,NA,NA,NA
140.439303104624,8,1957,51.6667,6.26667,"51.6667 6.26667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144.156283761366,8,1958,51.6667,6.26667,"51.6667 6.26667",0,12.168900826905,117,5,"apre",NA,NA,NA,NA,NA,NA,NA,NA
142.21137240835,8,1959,51.6667,6.26667,"51.6667 6.26667",0,14.2296700116124,102,5,"apre",NA,NA,NA,NA,NA,NA,NA,NA
150.339532193981,8,1960,51.6667,6.26667,"51.6667 6.26667",0,13.7754941975882,98,5,"apre",NA,NA,NA,NA,NA,NA,NA,NA
139.858553073585,9,1950,50.0333,8.06667,"50.0333 8.06667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144.269597909376,9,1951,50.0333,8.06667,"50.0333 8.06667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145.17464355355,9,1952,50.0333,8.06667,"50.0333 8.06667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138.849142128944,9,1953,50.0333,8.06667,"50.0333 8.06667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142.327910985513,9,1954,50.0333,8.06667,"50.0333 8.06667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129.895625638734,9,1955,50.0333,8.06667,"50.0333 8.06667",0,11.7214283094342,121,5,"apre",NA,NA,NA,NA,NA,NA,NA,NA
139.046165316802,9,1956,50.0333,8.06667,"50.0333 8.06667",0,11.1531865638937,121,5,"apre",NA,NA,NA,NA,NA,NA,NA,NA
144.101030519145,9,1957,50.0333,8.06667,"50.0333 8.06667",0,12.3191206037671,84,5,"apre",NA,NA,NA,NA,NA,NA,NA,NA
124.308561443766,9,1958,50.0333,8.06667,"50.0333 8.06667",0,11.76999973692,113,5,"apre",NA,NA,NA,NA,NA,NA,NA,NA
123.218590846363,9,1959,50.0333,8.06667,"50.0333 8.06667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142.020653518159,9,1960,50.0333,8.06667,"50.0333 8.06667",0,13.2532964070624,94,5,"apre",NA,NA,NA,NA,NA,NA,NA,NA
145.646543889788,1,2000,48.2333,12.6833,"48.2333 12.6833",0,14.9874721924764,107,6,"post",NA,NA,NA,NA,NA,NA,NA,NA
145.004771976794,1,2001,48.2333,12.6833,"48.2333 12.6833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139.898946018085,1,2002,48.2333,12.6833,"48.2333 12.6833",0,13.9681315559198,99,6,"post",NA,NA,NA,NA,NA,NA,NA,NA
121.102192162198,1,2003,48.2333,12.6833,"48.2333 12.6833",0,15.2127469127159,111,6,"post",NA,NA,NA,NA,NA,NA,NA,NA
118.018641708688,1,2004,48.2333,12.6833,"48.2333 12.6833",0,12.4776920287942,110,6,"post",NA,NA,NA,NA,NA,NA,NA,NA
133.5225461758,1,2005,48.2333,12.6833,"48.2333 12.6833",0,13.6567029914522,106,6,"post",NA,NA,NA,NA,NA,NA,NA,NA
131.873627944742,1,2006,48.2333,12.6833,"48.2333 12.6833",0,13.1440656402732,113,6,"post",NA,NA,NA,NA,NA,NA,NA,NA
149.417229822771,1,2007,48.2333,12.6833,"48.2333 12.6833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146.330386695966,1,2008,48.2333,12.6833,"48.2333 12.6833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133.88307062962,1,2009,48.2333,12.6833,"48.2333 12.6833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136.502959706165,1,2010,48.2333,12.6833,"48.2333 12.6833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154.874297828585,2,2000,51.2833,9.63333,"51.2833 9.63333",0,13.1503293763969,102,11,"post",NA,NA,NA,NA,NA,NA,NA,NA
146.821393329414,2,2001,51.2833,9.63333,"51.2833 9.63333",0,11.2735162315338,116,11,"post",NA,NA,NA,NA,NA,NA,NA,NA
145.374727814391,2,2002,51.2833,9.63333,"51.2833 9.63333",0,12.2510986272655,91,11,"post",NA,NA,NA,NA,NA,NA,NA,NA
146.995076247665,2,2003,51.2833,9.63333,"51.2833 9.63333",0,13.3427469545136,110,11,"post",NA,NA,NA,NA,NA,NA,NA,NA
138.056661732438,2,2004,51.2833,9.63333,"51.2833 9.63333",0,11.3893404047691,103,11,"post",NA,NA,NA,NA,NA,NA,NA,NA
129.750434601318,2,2005,51.2833,9.63333,"51.2833 9.63333",0,12.128131597047,104,11,"post",NA,NA,NA,NA,NA,NA,NA,NA
132.639956621712,2,2006,51.2833,9.63333,"51.2833 9.63333",0,12.0229667642328,114,11,"post",NA,NA,NA,NA,NA,NA,NA,NA
158.68024980969,2,2007,51.2833,9.63333,"51.2833 9.63333",0,13.8959337553357,102,11,"post",NA,NA,NA,NA,NA,NA,NA,NA
147.094919208233,2,2008,51.2833,9.63333,"51.2833 9.63333",0,12.5330766429408,107,11,"post",NA,NA,NA,NA,NA,NA,NA,NA
128.17281275715,2,2009,51.2833,9.63333,"51.2833 9.63333",0,13.0375821261697,96,11,"post",NA,NA,NA,NA,NA,NA,NA,NA
125.320304583344,2,2010,51.2833,9.63333,"51.2833 9.63333",0,11.3140656811769,101,11,"post",NA,NA,NA,NA,NA,NA,NA,NA
138.579767168058,3,2000,48.45,12.35,"48.45 12.35",0,14.357472206558,100,7,"post",NA,NA,NA,NA,NA,NA,NA,NA
148.067342966376,3,2001,48.45,12.35,"48.45 12.35",0,12.4368129088287,103,7,"post",NA,NA,NA,NA,NA,NA,NA,NA
146.900841811387,3,2002,48.45,12.35,"48.45 12.35",0,13.5725271691578,97,7,"post",NA,NA,NA,NA,NA,NA,NA,NA
126.890282092175,3,2003,48.45,12.35,"48.45 12.35",0,14.8925271396535,108,7,"post",NA,NA,NA,NA,NA,NA,NA,NA
141.291803980059,3,2004,48.45,12.35,"48.45 12.35",0,12.1583513765913,105,7,"post",NA,NA,NA,NA,NA,NA,NA,NA
118.615990044978,3,2005,48.45,12.35,"48.45 12.35",0,13.1796700350817,107,7,"post",NA,NA,NA,NA,NA,NA,NA,NA
137.032276221666,3,2006,48.45,12.35,"48.45 12.35",0,13.0881315755893,115,7,"post",NA,NA,NA,NA,NA,NA,NA,NA
148.881225206953,3,2007,48.45,12.35,"48.45 12.35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145.528614936305,3,2008,48.45,12.35,"48.45 12.35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119.637473110705,3,2009,48.45,12.35,"48.45 12.35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129.90913018802,3,2010,48.45,12.35,"48.45 12.35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137.612215024855,4,2000,48.9,10.9333,"48.9 10.9333",0,13.9041755133933,114,11,"post",NA,NA,NA,NA,NA,NA,NA,NA
146.560441414186,4,2001,48.9,10.9333,"48.9 10.9333",0,12.0158239072496,120,11,"post",NA,NA,NA,NA,NA,NA,NA,NA
140.176863275447,4,2002,48.9,10.9333,"48.9 10.9333",0,13.0147249838235,107,11,"post",NA,NA,NA,NA,NA,NA,NA,NA
134.108293240372,4,2003,48.9,10.9333,"48.9 10.9333",0,14.4748348412974,113,11,"post",NA,NA,NA,NA,NA,NA,NA,NA
129.397329272645,4,2004,48.9,10.9333,"48.9 10.9333",0,11.867252481999,115,11,"post",NA,NA,NA,NA,NA,NA,NA,NA
116.627349320761,4,2005,48.9,10.9333,"48.9 10.9333",0,12.9592304795694,117,11,"post",NA,NA,NA,NA,NA,NA,NA,NA
111.472270692036,4,2006,48.9,10.9333,"48.9 10.9333",0,12.4603293918196,121,11,"post",NA,NA,NA,NA,NA,NA,NA,NA
149.565869024298,4,2007,48.9,10.9333,"48.9 10.9333",0,14.5487908836004,104,11,"post",NA,NA,NA,NA,NA,NA,NA,NA
155.731297480474,4,2008,48.9,10.9333,"48.9 10.9333",0,13.2746150879046,122,11,"post",NA,NA,NA,NA,NA,NA,NA,NA
117.197845908756,4,2009,48.9,10.9333,"48.9 10.9333",0,13.6765931008977,103,11,"post",NA,NA,NA,NA,NA,NA,NA,NA
138.202804901975,4,2010,48.9,10.9333,"48.9 10.9333",0,12.0514283020582,110,11,"post",NA,NA,NA,NA,NA,NA,NA,NA
142.453244937712,5,2000,49.9,10.05,"49.9 10.05",0,14.7425271430063,101,8,"post",NA,NA,NA,NA,NA,NA,NA,NA
144.410112170008,5,2001,49.9,10.05,"49.9 10.05",0,13.0127469618897,101,8,"post",NA,NA,NA,NA,NA,NA,NA,NA
142.142533319924,5,2002,49.9,10.05,"49.9 10.05",0,13.7319777150444,82,8,"post",NA,NA,NA,NA,NA,NA,NA,NA
132.48599710997,5,2003,49.9,10.05,"49.9 10.05",0,15.2271425167897,106,8,"post",NA,NA,NA,NA,NA,NA,NA,NA
133.464281426416,5,2004,49.9,10.05,"49.9 10.05",0,12.652417299614,105,8,"post",NA,NA,NA,NA,NA,NA,NA,NA
136.812718812763,5,2005,49.9,10.05,"49.9 10.05",0,13.4952744236318,104,8,"post",NA,NA,NA,NA,NA,NA,NA,NA
139.729224137222,5,2006,49.9,10.05,"49.9 10.05",0,13.1998898148496,113,8,"post",NA,NA,NA,NA,NA,NA,NA,NA
149.552494855994,5,2007,49.9,10.05,"49.9 10.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159.216911471157,5,2008,49.9,10.05,"49.9 10.05",0,14.0208788074881,113,8,"post",NA,NA,NA,NA,NA,NA,NA,NA
135.337829734635,5,2009,49.9,10.05,"49.9 10.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130.935957331474,5,2010,49.9,10.05,"49.9 10.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144.024263747775,6,2000,50.55,9.66667,"50.55 9.66667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143.653865447808,6,2001,50.55,9.66667,"50.55 9.66667",0,11.6549447944367,116,9,"post",NA,NA,NA,NA,NA,NA,NA,NA
152.887798898689,6,2002,50.55,9.66667,"50.55 9.66667",0,12.4999997206032,102,9,"post",NA,NA,NA,NA,NA,NA,NA,NA
145.192747338795,6,2003,50.55,9.66667,"50.55 9.66667",0,13.5195601373747,110,9,"post",NA,NA,NA,NA,NA,NA,NA,NA
145.312736479201,6,2004,50.55,9.66667,"50.55 9.66667",0,11.5158239184254,108,9,"post",NA,NA,NA,NA,NA,NA,NA,NA
128.620506779043,6,2005,50.55,9.66667,"50.55 9.66667",0,12.4671425784805,113,9,"post",NA,NA,NA,NA,NA,NA,NA,NA
135.825559417705,6,2006,50.55,9.66667,"50.55 9.66667",0,12.1336261024187,119,9,"post",NA,NA,NA,NA,NA,NA,NA,NA
153.906578121792,6,2007,50.55,9.66667,"50.55 9.66667",0,13.9480216662594,100,9,"post",NA,NA,NA,NA,NA,NA,NA,NA
153.151388620855,6,2008,50.55,9.66667,"50.55 9.66667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130.998003867679,6,2009,50.55,9.66667,"50.55 9.66667",0,13.2019777268908,102,9,"post",NA,NA,NA,NA,NA,NA,NA,NA
132.870412529844,6,2010,50.55,9.66667,"50.55 9.66667",0,11.5741755654728,116,9,"post",NA,NA,NA,NA,NA,NA,NA,NA
140.894452924253,7,2000,50.5667,9.35,"50.5667 9.35",0,13.1215381682492,109,6,"post",NA,NA,NA,NA,NA,NA,NA,NA
145.515611910278,7,2001,50.5667,9.35,"50.5667 9.35",0,11.3716480974722,116,6,"post",NA,NA,NA,NA,NA,NA,NA,NA
149.933385058533,7,2002,50.5667,9.35,"50.5667 9.35",0,12.1769228047476,106,6,"post",NA,NA,NA,NA,NA,NA,NA,NA
133.35072641625,7,2003,50.5667,9.35,"50.5667 9.35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138.969449134804,7,2004,50.5667,9.35,"50.5667 9.35",0,11.2735162315338,111,6,"post",NA,NA,NA,NA,NA,NA,NA,NA
135.935248670757,7,2005,50.5667,9.35,"50.5667 9.35",0,12.2307689573902,118,6,"post",NA,NA,NA,NA,NA,NA,NA,NA
132.445029664095,7,2006,50.5667,9.35,"50.5667 9.35",0,11.8072524833401,119,6,"post",NA,NA,NA,NA,NA,NA,NA,NA
156.799322672813,7,2007,50.5667,9.35,"50.5667 9.35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141.669546382235,7,2008,50.5667,9.35,"50.5667 9.35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130.126210873478,7,2009,50.5667,9.35,"50.5667 9.35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131.692000660095,7,2010,50.5667,9.35,"50.5667 9.35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145.788719772432,8,2000,51.6667,6.26667,"51.6667 6.26667",0,14.5317579169481,104,11,"post",NA,NA,NA,NA,NA,NA,NA,NA
128.634066441674,8,2001,51.6667,6.26667,"51.6667 6.26667",0,13.2398898139555,115,11,"post",NA,NA,NA,NA,NA,NA,NA,NA
148.548457814821,8,2002,51.6667,6.26667,"51.6667 6.26667",0,13.9541755122757,94,11,"post",NA,NA,NA,NA,NA,NA,NA,NA
134.721715647763,8,2003,51.6667,6.26667,"51.6667 6.26667",0,14.8057139547808,88,11,"post",NA,NA,NA,NA,NA,NA,NA,NA
129.866476654038,8,2004,51.6667,6.26667,"51.6667 6.26667",0,13.2489008027651,82,11,"post",NA,NA,NA,NA,NA,NA,NA,NA
105.273449832618,8,2005,51.6667,6.26667,"51.6667 6.26667",0,14.0939557289316,94,11,"post",NA,NA,NA,NA,NA,NA,NA,NA
114.017927771755,8,2006,51.6667,6.26667,"51.6667 6.26667",0,14.0478018838094,114,11,"post",NA,NA,NA,NA,NA,NA,NA,NA
131.479991121618,8,2007,51.6667,6.26667,"51.6667 6.26667",0,15.6270326177416,69,11,"post",NA,NA,NA,NA,NA,NA,NA,NA
147.398622470411,8,2008,51.6667,6.26667,"51.6667 6.26667",0,14.2253842974225,117,11,"post",NA,NA,NA,NA,NA,NA,NA,NA
135.872713082105,8,2009,51.6667,6.26667,"51.6667 6.26667",0,14.7308787916183,83,11,"post",NA,NA,NA,NA,NA,NA,NA,NA
126.73921061868,8,2010,51.6667,6.26667,"51.6667 6.26667",0,12.9134063047695,77,11,"post",NA,NA,NA,NA,NA,NA,NA,NA
153.739879880946,9,2000,50.0333,8.06667,"50.0333 8.06667",0,14.4370326443401,99,11,"post",NA,NA,NA,NA,NA,NA,NA,NA
143.497719990541,9,2001,50.0333,8.06667,"50.0333 8.06667",0,12.9679117980567,107,11,"post",NA,NA,NA,NA,NA,NA,NA,NA
148.713866627797,9,2002,50.0333,8.06667,"50.0333 8.06667",0,13.7689007911422,93,11,"post",NA,NA,NA,NA,NA,NA,NA,NA
142.55881417119,9,2003,50.0333,8.06667,"50.0333 8.06667",0,14.9578018634693,103,11,"post",NA,NA,NA,NA,NA,NA,NA,NA
