Lat	Lon	MeanFlower
52.6700	-8.5900	 0.997
52.8400	-8.5900	 0.996
53.0100	-8.5900	 0.996
53.1700	-8.5900	 0.970
53.3400	-8.5900	 0.995
53.5100	-8.5900	 0.938
53.6700	-8.5900	 0.971
53.8400	-8.5900	 0.974
54.0000	-8.5900	 0.967
54.1700	-8.5900	 0.939
54.3400	-8.5900	 0.983
54.8300	-8.5900	 0.972
70.9400	-8.5900	 0.000
37.2400	-8.4300	 0.000
37.4000	-8.4300	 0.000
37.5700	-8.4300	 0.000
37.7300	-8.4300	 0.000
37.9000	-8.4300	 0.000
38.0700	-8.4300	 0.000
38.2300	-8.4300	 0.000
38.4000	-8.4300	 0.000
38.5600	-8.4300	 0.000
38.7300	-8.4300	 0.000
38.9000	-8.4300	 0.000
39.0600	-8.4300	 0.000
39.2300	-8.4300	 0.050
39.4000	-8.4300	 0.050
39.5600	-8.4300	 0.150
39.7300	-8.4300	 0.350
39.8900	-8.4300	 0.350
40.0600	-8.4300	 0.550
40.2300	-8.4300	 0.550
40.3900	-8.4300	 0.550
40.5600	-8.4300	 0.550
40.7200	-8.4300	 0.700
40.8900	-8.4300	 0.750
41.0500	-8.4300	 0.800
41.2200	-8.4300	 0.949
41.3900	-8.4300	 0.999
41.5500	-8.4300	 0.999
41.7200	-8.4300	 0.999
41.8800	-8.4300	 0.999
42.0500	-8.4300	 0.899
42.2200	-8.4300	 0.850
42.3800	-8.4300	 0.900
42.5500	-8.4300	 0.949
42.7200	-8.4300	 0.949
42.8800	-8.4300	 0.849
43.0500	-8.4300	 0.899
43.2100	-8.4300	 0.921
43.3800	-8.4300	 0.850
51.8400	-8.4300	 0.997
52.0100	-8.4300	 0.997
52.1800	-8.4300	 0.997
52.3400	-8.4300	 0.993
52.5100	-8.4300	 0.997
52.6700	-8.4300	 0.996
52.8400	-8.4300	 0.995
53.0100	-8.4300	 0.953
53.1700	-8.4300	 0.951
53.3400	-8.4300	 0.974
53.5100	-8.4300	 0.881
53.6700	-8.4300	 0.936
53.8400	-8.4300	 0.961
54.0000	-8.4300	 0.930
54.1700	-8.4300	 0.927
54.3400	-8.4300	 0.978
54.5000	-8.4300	 0.982
54.6700	-8.4300	 0.934
54.8300	-8.4300	 0.970
37.2400	-8.2600	 0.000
37.4000	-8.2600	 0.000
37.5700	-8.2600	 0.000
37.7300	-8.2600	 0.000
37.9000	-8.2600	 0.000
38.0700	-8.2600	 0.000
38.2300	-8.2600	 0.000
38.4000	-8.2600	 0.000
38.5600	-8.2600	 0.000
38.7300	-8.2600	 0.000
38.9000	-8.2600	 0.000
39.0600	-8.2600	 0.000
39.2300	-8.2600	 0.000
39.4000	-8.2600	 0.050
39.5600	-8.2600	 0.150
39.7300	-8.2600	 0.100
39.8900	-8.2600	 0.250
40.0600	-8.2600	 0.599
40.2300	-8.2600	 0.550
40.3900	-8.2600	 0.549
40.5600	-8.2600	 0.549
40.7200	-8.2600	 0.650
40.8900	-8.2600	 0.949
41.0500	-8.2600	 0.999
41.2200	-8.2600	 0.899
41.3900	-8.2600	 0.999
41.5500	-8.2600	 0.999
41.7200	-8.2600	 0.998
41.8800	-8.2600	 0.999
42.0500	-8.2600	 0.849
42.2200	-8.2600	 0.850
42.3800	-8.2600	 0.897
42.5500	-8.2600	 0.998
42.7200	-8.2600	 0.997
42.8800	-8.2600	 0.899
43.0500	-8.2600	 0.899
43.2100	-8.2600	 0.898
43.3800	-8.2600	 0.848
51.8400	-8.2600	 0.998
52.0100	-8.2600	 0.997
52.1800	-8.2600	 0.996
52.3400	-8.2600	 0.998
52.5100	-8.2600	 0.995
52.6700	-8.2600	 0.871
52.8400	-8.2600	 0.947
53.0100	-8.2600	 0.870
53.1700	-8.2600	 0.964
53.3400	-8.2600	 0.933
53.5100	-8.2600	 0.898
53.6700	-8.2600	 0.958
53.8400	-8.2600	 0.981
54.0000	-8.2600	 0.965
54.1700	-8.2600	 0.951
54.3400	-8.2600	 0.963
54.5000	-8.2600	 0.883
54.6700	-8.2600	 0.943
54.8300	-8.2600	 0.974
55.0000	-8.2600	 0.943
71.1000	-8.2600	 0.000
37.2400	-8.1000	 0.000
37.4000	-8.1000	 0.000
37.5700	-8.1000	 0.000
37.7300	-8.1000	 0.000
37.9000	-8.1000	 0.000
38.0700	-8.1000	 0.000
38.2300	-8.1000	 0.000
38.4000	-8.1000	 0.000
38.5600	-8.1000	 0.000
38.7300	-8.1000	 0.000
38.9000	-8.1000	 0.000
39.0600	-8.1000	 0.000
39.2300	-8.1000	 0.000
39.4000	-8.1000	 0.050
39.5600	-8.1000	 0.100
39.7300	-8.1000	 0.150
39.8900	-8.1000	 0.350
40.0600	-8.1000	 0.645
40.2300	-8.1000	 0.849
40.3900	-8.1000	 0.500
40.5600	-8.1000	 0.649
40.7200	-8.1000	 0.998
40.8900	-8.1000	 0.949
41.0500	-8.1000	 0.998
41.2200	-8.1000	 0.899
41.3900	-8.1000	 0.999
41.5500	-8.1000	 0.999
41.7200	-8.1000	 0.997
41.8800	-8.1000	 0.993
42.0500	-8.1000	 0.988
42.2200	-8.1000	 0.832
42.3800	-8.1000	 0.940
42.5500	-8.1000	 0.944
42.7200	-8.1000	 0.997
42.8800	-8.1000	 0.899
43.0500	-8.1000	 0.899
43.2100	-8.1000	 0.899
43.3800	-8.1000	 0.849
43.5500	-8.1000	 0.800
43.7100	-8.1000	 0.850
52.0100	-8.1000	 0.998
52.1800	-8.1000	 0.998
52.3400	-8.1000	 0.997
52.5100	-8.1000	 0.818
52.6700	-8.1000	 0.925
52.8400	-8.1000	 0.958
53.0100	-8.1000	 0.992
53.1700	-8.1000	 0.879
53.3400	-8.1000	 0.988
53.5100	-8.1000	 0.922
53.6700	-8.1000	 0.962
53.8400	-8.1000	 0.963
54.0000	-8.1000	 0.986
54.1700	-8.1000	 0.915
54.3400	-8.1000	 0.965
54.5000	-8.1000	 0.895
54.6700	-8.1000	 0.969
54.8300	-8.1000	 0.974
55.0000	-8.1000	 0.980
55.1600	-8.1000	 0.996
71.1000	-8.1000	 0.000
37.2400	-7.9300	 0.000
37.4000	-7.9300	 0.000
37.5700	-7.9300	 0.000
37.7300	-7.9300	 0.000
37.9000	-7.9300	 0.000
38.0700	-7.9300	 0.000
38.2300	-7.9300	 0.000
38.4000	-7.9300	 0.000
38.5600	-7.9300	 0.000
38.7300	-7.9300	 0.000
38.9000	-7.9300	 0.000
39.0600	-7.9300	 0.000
39.2300	-7.9300	 0.000
39.4000	-7.9300	 0.000
39.5600	-7.9300	 0.050
39.7300	-7.9300	 0.200
39.8900	-7.9300	 0.350
40.0600	-7.9300	 0.592
40.2300	-7.9300	 0.845
40.3900	-7.9300	 0.500
40.5600	-7.9300	 0.600
40.7200	-7.9300	 0.949
40.8900	-7.9300	 0.898
41.0500	-7.9300	 0.997
41.2200	-7.9300	 0.998
41.3900	-7.9300	 0.949
41.5500	-7.9300	 0.995
41.7200	-7.9300	 0.992
41.8800	-7.9300	 0.983
42.0500	-7.9300	 0.991
42.2200	-7.9300	 0.989
42.3800	-7.9300	 0.996
42.5500	-7.9300	 0.987
42.7200	-7.9300	 0.989
42.8800	-7.9300	 0.998
43.0500	-7.9300	 0.995
43.2100	-7.9300	 0.992
43.3800	-7.9300	 0.999
43.5500	-7.9300	 0.987
43.7100	-7.9300	 0.950
52.0100	-7.9300	 0.998
52.1800	-7.9300	 0.998
52.3400	-7.9300	 0.993
52.5100	-7.9300	 0.978
52.6700	-7.9300	 0.984
52.8400	-7.9300	 0.946
53.0100	-7.9300	 0.965
53.1700	-7.9300	 0.924
53.3400	-7.9300	 0.923
53.5100	-7.9300	 0.975
53.6700	-7.9300	 0.939
53.8400	-7.9300	 0.945
54.0000	-7.9300	 0.977
54.1700	-7.9300	 0.925
54.3400	-7.9300	 0.945
54.5000	-7.9300	 0.977
54.6700	-7.9300	 0.890
54.8300	-7.9300	 0.982
55.0000	-7.9300	 0.948
55.1600	-7.9300	 0.994
71.1000	-7.9300	 0.000
37.2400	-7.7600	 0.000
37.4000	-7.7600	 0.000
37.5700	-7.7600	 0.000
37.7300	-7.7600	 0.000
37.9000	-7.7600	 0.000
38.0700	-7.7600	 0.000
38.2300	-7.7600	 0.000
38.4000	-7.7600	 0.000
38.5600	-7.7600	 0.000
38.7300	-7.7600	 0.000
38.9000	-7.7600	 0.000
39.0600	-7.7600	 0.000
39.2300	-7.7600	 0.000
39.4000	-7.7600	 0.000
39.5600	-7.7600	 0.000
39.7300	-7.7600	 0.149
39.8900	-7.7600	 0.400
40.0600	-7.7600	 0.840
40.2300	-7.7600	 0.814
40.3900	-7.7600	 0.745
40.5600	-7.7600	 0.600
40.7200	-7.7600	 0.699
40.8900	-7.7600	 0.899
41.0500	-7.7600	 0.997
41.2200	-7.7600	 0.992
41.3900	-7.7600	 0.997
41.5500	-7.7600	 0.995
41.7200	-7.7600	 0.982
41.8800	-7.7600	 0.980
42.0500	-7.7600	 0.980
42.2200	-7.7600	 0.985
42.3800	-7.7600	 0.992
42.5500	-7.7600	 0.991
42.7200	-7.7600	 0.990
42.8800	-7.7600	 0.986
43.0500	-7.7600	 0.995
43.2100	-7.7600	 0.995
43.3800	-7.7600	 0.996
43.5500	-7.7600	 0.998
43.7100	-7.7600	 0.999
43.8800	-7.7600	 1.000
52.0100	-7.7600	 0.998
52.1800	-7.7600	 0.992
52.3400	-7.7600	 0.980
52.5100	-7.7600	 0.986
52.6700	-7.7600	 0.972
52.8400	-7.7600	 0.942
53.0100	-7.7600	 0.949
53.1700	-7.7600	 0.974
53.3400	-7.7600	 0.981
53.5100	-7.7600	 0.931
53.6700	-7.7600	 0.924
53.8400	-7.7600	 0.928
54.0000	-7.7600	 0.899
54.1700	-7.7600	 0.852
54.3400	-7.7600	 0.919
54.5000	-7.7600	 0.979
54.6700	-7.7600	 0.941
54.8300	-7.7600	 0.946
55.0000	-7.7600	 0.992
55.1600	-7.7600	 0.996
37.2400	-7.6000	 0.000
37.4000	-7.6000	 0.000
37.5700	-7.6000	 0.000
37.7300	-7.6000	 0.000
37.9000	-7.6000	 0.000
38.0700	-7.6000	 0.000
38.2300	-7.6000	 0.000
38.4000	-7.6000	 0.000
38.5600	-7.6000	 0.000
38.7300	-7.6000	 0.000
38.9000	-7.6000	 0.000
39.0600	-7.6000	 0.000
39.2300	-7.6000	 0.000
39.4000	-7.6000	 0.000
39.5600	-7.6000	 0.000
39.7300	-7.6000	 0.000
39.8900	-7.6000	 0.100
40.0600	-7.6000	 0.548
40.2300	-7.6000	 0.642
40.3900	-7.6000	 0.850
40.5600	-7.6000	 0.680
40.7200	-7.6000	 0.649
40.8900	-7.6000	 0.898
41.0500	-7.6000	 0.992
41.2200	-7.6000	 0.946
41.3900	-7.6000	 0.946
41.5500	-7.6000	 0.967
41.7200	-7.6000	 0.985
41.8800	-7.6000	 0.953
42.0500	-7.6000	 0.978
42.2200	-7.6000	 0.986
42.3800	-7.6000	 0.976
42.5500	-7.6000	 0.988
42.7200	-7.6000	 0.993
42.8800	-7.6000	 0.991
43.0500	-7.6000	 0.983
43.2100	-7.6000	 0.996
43.3800	-7.6000	 0.992
43.5500	-7.6000	 0.995
43.7100	-7.6000	 0.998
43.8800	-7.6000	 0.950
52.0100	-7.6000	 0.985
52.1800	-7.6000	 0.983
52.3400	-7.6000	 0.992
52.5100	-7.6000	 0.989
52.6700	-7.6000	 0.987
52.8400	-7.6000	 0.956
53.0100	-7.6000	 0.982
53.1700	-7.6000	 0.935
53.3400	-7.6000	 0.902
53.5100	-7.6000	 0.942
53.6700	-7.6000	 0.935
53.8400	-7.6000	 0.913
54.0000	-7.6000	 0.979
54.1700	-7.6000	 0.962
54.3400	-7.6000	 0.927
54.5000	-7.6000	 0.959
54.6700	-7.6000	 0.951
54.8300	-7.6000	 0.990
55.0000	-7.6000	 0.991
55.1600	-7.6000	 0.996
55.3300	-7.6000	 0.998
37.4000	-7.4300	 0.000
37.5700	-7.4300	 0.000
37.7300	-7.4300	 0.000
37.9000	-7.4300	 0.000
38.0700	-7.4300	 0.000
38.2300	-7.4300	 0.000
38.4000	-7.4300	 0.000
38.5600	-7.4300	 0.000
38.7300	-7.4300	 0.000
38.9000	-7.4300	 0.000
39.0600	-7.4300	 0.000
39.2300	-7.4300	 0.000
39.4000	-7.4300	 0.000
39.5600	-7.4300	 0.000
39.7300	-7.4300	 0.000
39.8900	-7.4300	 0.000
40.0600	-7.4300	 0.397
40.2300	-7.4300	 0.527
40.3900	-7.4300	 0.945
40.5600	-7.4300	 0.968
40.7200	-7.4300	 0.597
40.8900	-7.4300	 0.794
41.0500	-7.4300	 0.943
41.2200	-7.4300	 0.946
41.3900	-7.4300	 0.877
41.5500	-7.4300	 0.989
41.7200	-7.4300	 0.994
41.8800	-7.4300	 0.986
42.0500	-7.4300	 0.964
42.2200	-7.4300	 0.989
42.3800	-7.4300	 0.978
42.5500	-7.4300	 0.941
42.7200	-7.4300	 0.943
42.8800	-7.4300	 0.981
43.0500	-7.4300	 0.991
43.2100	-7.4300	 0.944
43.3800	-7.4300	 0.995
43.5500	-7.4300	 0.995
43.7100	-7.4300	 0.997
43.8800	-7.4300	 0.950
52.1800	-7.4300	 0.992
52.3400	-7.4300	 0.985
52.5100	-7.4300	 0.960
52.6700	-7.4300	 0.981
52.8400	-7.4300	 0.986
53.0100	-7.4300	 0.983
53.1700	-7.4300	 0.960
53.3400	-7.4300	 0.970
53.5100	-7.4300	 0.944
53.6700	-7.4300	 0.971
53.8400	-7.4300	 0.926
54.0000	-7.4300	 0.989
54.1700	-7.4300	 0.974
54.3400	-7.4300	 0.949
54.5000	-7.4300	 0.972
54.6700	-7.4300	 0.950
54.8300	-7.4300	 0.993
55.0000	-7.4300	 0.983
55.1600	-7.4300	 0.996
55.3300	-7.4300	 0.997
37.4000	-7.2600	 0.000
37.5700	-7.2600	 0.000
37.7300	-7.2600	 0.000
37.9000	-7.2600	 0.000
38.0700	-7.2600	 0.000
38.2300	-7.2600	 0.000
38.4000	-7.2600	 0.000
38.5600	-7.2600	 0.000
38.7300	-7.2600	 0.000
38.9000	-7.2600	 0.000
39.0600	-7.2600	 0.000
39.2300	-7.2600	 0.000
39.4000	-7.2600	 0.000
39.5600	-7.2600	 0.000
39.7300	-7.2600	 0.000
39.8900	-7.2600	 0.000
40.0600	-7.2600	 0.200
40.2300	-7.2600	 0.449
40.3900	-7.2600	 0.549
40.5600	-7.2600	 0.877
40.7200	-7.2600	 0.740
40.8900	-7.2600	 0.796
41.0500	-7.2600	 0.895
41.2200	-7.2600	 0.829
41.3900	-7.2600	 0.648
41.5500	-7.2600	 0.846
41.7200	-7.2600	 0.904
41.8800	-7.2600	 0.846
42.0500	-7.2600	 0.894
42.2200	-7.2600	 0.976
42.3800	-7.2600	 0.970
42.5500	-7.2600	 0.928
42.7200	-7.2600	 0.941
42.8800	-7.2600	 0.926
43.0500	-7.2600	 0.942
43.2100	-7.2600	 0.990
43.3800	-7.2600	 0.994
43.5500	-7.2600	 0.996
43.7100	-7.2600	 0.948
52.3400	-7.2600	 0.994
52.5100	-7.2600	 0.985
52.6700	-7.2600	 0.981
52.8400	-7.2600	 0.980
53.0100	-7.2600	 0.975
53.1700	-7.2600	 0.956
53.3400	-7.2600	 0.952
53.5100	-7.2600	 0.960
53.6700	-7.2600	 0.987
53.8400	-7.2600	 0.890
54.0000	-7.2600	 0.986
54.1700	-7.2600	 0.980
54.3400	-7.2600	 0.984
54.5000	-7.2600	 0.987
54.6700	-7.2600	 0.992
54.8300	-7.2600	 0.993
55.0000	-7.2600	 0.990
55.1600	-7.2600	 0.996
55.3300	-7.2600	 0.997
57.3200	-7.2600	 0.993
57.4900	-7.2600	 0.997
57.6600	-7.2600	 0.991
62.1400	-7.2600	 0.963
37.4000	-7.1000	 0.000
37.5700	-7.1000	 0.000
37.7300	-7.1000	 0.000
37.9000	-7.1000	 0.000
38.0700	-7.1000	 0.000
38.2300	-7.1000	 0.000
38.4000	-7.1000	 0.000
38.5600	-7.1000	 0.000
38.7300	-7.1000	 0.000
38.9000	-7.1000	 0.000
39.0600	-7.1000	 0.000
39.2300	-7.1000	 0.000
39.4000	-7.1000	 0.000
39.5600	-7.1000	 0.000
39.7300	-7.1000	 0.000
39.8900	-7.1000	 0.000
40.0600	-7.1000	 0.050
40.2300	-7.1000	 0.350
40.3900	-7.1000	 0.429
40.5600	-7.1000	 0.598
40.7200	-7.1000	 0.698
40.8900	-7.1000	 0.499
41.0500	-7.1000	 0.597
41.2200	-7.1000	 0.549
41.3900	-7.1000	 0.694
41.5500	-7.1000	 0.486
41.7200	-7.1000	 0.449
41.8800	-7.1000	 0.769
42.0500	-7.1000	 0.988
42.2200	-7.1000	 0.982
42.3800	-7.1000	 0.971
42.5500	-7.1000	 0.943
42.7200	-7.1000	 0.982
42.8800	-7.1000	 0.968
43.0500	-7.1000	 0.986
43.2100	-7.1000	 0.996
43.3800	-7.1000	 0.997
43.5500	-7.1000	 0.949
43.7100	-7.1000	 0.950
52.3400	-7.1000	 0.989
52.5100	-7.1000	 0.989
52.6700	-7.1000	 0.991
52.8400	-7.1000	 0.976
53.0100	-7.1000	 0.947
53.1700	-7.1000	 0.984
53.3400	-7.1000	 0.971
53.5100	-7.1000	 0.958
53.6700	-7.1000	 0.889
53.8400	-7.1000	 0.987
54.0000	-7.1000	 0.987
54.1700	-7.1000	 0.987
54.3400	-7.1000	 0.980
54.5000	-7.1000	 0.942
54.6700	-7.1000	 0.976
54.8300	-7.1000	 0.621
55.0000	-7.1000	 0.570
55.1600	-7.1000	 0.695
55.3300	-7.1000	 0.997
57.3200	-7.1000	 0.997
57.4900	-7.1000	 0.997
57.6600	-7.1000	 0.997
62.1400	-7.1000	 0.993
62.3000	-7.1000	 0.980
37.4000	-6.9300	 0.000
37.5700	-6.9300	 0.000
37.7300	-6.9300	 0.000
37.9000	-6.9300	 0.000
38.0700	-6.9300	 0.000
38.2300	-6.9300	 0.000
38.4000	-6.9300	 0.000
38.5600	-6.9300	 0.000
38.7300	-6.9300	 0.000
38.9000	-6.9300	 0.000
39.0600	-6.9300	 0.000
39.2300	-6.9300	 0.000
39.4000	-6.9300	 0.000
39.5600	-6.9300	 0.000
39.7300	-6.9300	 0.000
39.8900	-6.9300	 0.000
40.0600	-6.9300	 0.050
40.2300	-6.9300	 0.350
40.3900	-6.9300	 0.544
40.5600	-6.9300	 0.648
40.7200	-6.9300	 0.597
40.8900	-6.9300	 0.449
41.0500	-6.9300	 0.150
41.2200	-6.9300	 0.150
41.3900	-6.9300	 0.150
41.5500	-6.9300	 0.249
41.7200	-6.9300	 0.199
41.8800	-6.9300	 0.349
42.0500	-6.9300	 0.896
42.2200	-6.9300	 0.979
42.3800	-6.9300	 0.938
42.5500	-6.9300	 0.940
42.7200	-6.9300	 0.982
42.8800	-6.9300	 0.979
43.0500	-6.9300	 0.996
43.2100	-6.9300	 0.995
43.3800	-6.9300	 0.996
43.5500	-6.9300	 0.948
43.7100	-6.9300	 0.900
52.3400	-6.9300	 0.972
52.5100	-6.9300	 0.992
52.6700	-6.9300	 0.991
52.8400	-6.9300	 0.983
53.0100	-6.9300	 0.982
53.1700	-6.9300	 0.976
53.3400	-6.9300	 0.888
53.5100	-6.9300	 0.941
53.6700	-6.9300	 0.953
53.8400	-6.9300	 0.987
54.0000	-6.9300	 0.984
54.1700	-6.9300	 0.985
54.3400	-6.9300	 0.982
54.5000	-6.9300	 0.991
54.6700	-6.9300	 0.985
54.8300	-6.9300	 0.982
55.0000	-6.9300	 0.595
55.1600	-6.9300	 0.806
55.3300	-6.9300	 0.569
58.1500	-6.9300	 0.950
62.1400	-6.9300	 0.990
62.3000	-6.9300	 0.970
37.4000	-6.7700	 0.000
37.5700	-6.7700	 0.000
37.7300	-6.7700	 0.000
37.9000	-6.7700	 0.000
38.0700	-6.7700	 0.000
38.2300	-6.7700	 0.000
38.4000	-6.7700	 0.000
38.5600	-6.7700	 0.000
38.7300	-6.7700	 0.000
38.9000	-6.7700	 0.000
39.0600	-6.7700	 0.000
39.2300	-6.7700	 0.000
39.4000	-6.7700	 0.000
39.5600	-6.7700	 0.000
39.7300	-6.7700	 0.000
39.8900	-6.7700	 0.000
40.0600	-6.7700	 0.050
40.2300	-6.7700	 0.200
40.3900	-6.7700	 0.542
40.5600	-6.7700	 0.653
40.7200	-6.7700	 0.541
40.8900	-6.7700	 0.448
41.0500	-6.7700	 0.150
41.2200	-6.7700	 0.150
41.3900	-6.7700	 0.199
41.5500	-6.7700	 0.249
41.7200	-6.7700	 0.394
41.8800	-6.7700	 0.537
42.0500	-6.7700	 0.926
42.2200	-6.7700	 0.954
42.3800	-6.7700	 0.858
42.5500	-6.7700	 0.936
42.7200	-6.7700	 0.986
42.8800	-6.7700	 0.990
43.0500	-6.7700	 0.994
43.2100	-6.7700	 0.997
43.3800	-6.7700	 0.997
43.5500	-6.7700	 0.998
43.7100	-6.7700	 0.899
52.3400	-6.7700	 0.999
52.5100	-6.7700	 0.998
52.6700	-6.7700	 0.993
52.8400	-6.7700	 0.991
53.0100	-6.7700	 0.990
53.1700	-6.7700	 0.988
53.3400	-6.7700	 0.987
53.5100	-6.7700	 0.993
53.6700	-6.7700	 0.984
53.8400	-6.7700	 0.992
54.0000	-6.7700	 0.923
54.1700	-6.7700	 0.981
54.3400	-6.7700	 0.966
