"LastName","FirstName","DatasetID","Dataset","SpeciesName","AccSpeciesID","AccSpeciesName","ObservationID","ObsDataID","TraitID","TraitName","DataID","DataName","OriglName","OrigValueStr","OrigUnitStr","ValueKindName","OrigUncertaintyStr","UncertaintyName","Replicates","StdValue","UnitName","RelUncertaintyPercent","OrigObsDataID","ErrorRisk"
"Dainese","Matteo",164,"Italian Alps Plant Traits Database","Abies alba",29,"Abies alba",1335587,9528930,3106,"Plant height vegetative",1937,"Plant height (unspecified if vegetative or reproductive)","Plant height [min]","2000","cm","Minimum",NA,"",NA,20,"m",NA,NA,3.33106
"Dainese","Matteo",164,"Italian Alps Plant Traits Database","Abies alba",29,"Abies alba",1335587,9528931,NA,"",1863,"Habitat / plot description","Habitat","Cf/Bf","","",NA,"",NA,NA,"",NA,NA,NA
"Dainese","Matteo",164,"Italian Alps Plant Traits Database","Acer pseudoplatanus",855,"Acer pseudoplatanus",1335591,9528950,3106,"Plant height vegetative",1937,"Plant height (unspecified if vegetative or reproductive)","Plant height [min]","1000","cm","Minimum",NA,"",NA,10,"m",NA,13693878,2.78543
"Dainese","Matteo",164,"Italian Alps Plant Traits Database","Acer pseudoplatanus",855,"Acer pseudoplatanus",1335591,9528951,NA,"",1863,"Habitat / plot description","Habitat","Bf","","",NA,"",NA,NA,"",NA,NA,NA
"Dainese","Matteo",164,"Italian Alps Plant Traits Database","Betula pendula",7356,"Betula pendula",1335899,9530490,3106,"Plant height vegetative",1937,"Plant height (unspecified if vegetative or reproductive)","Plant height [min]","1000","cm","Minimum",NA,"",NA,10,"m",NA,13668616,2.78543
"Dainese","Matteo",164,"Italian Alps Plant Traits Database","Betula pendula",7356,"Betula pendula",1335899,9530491,NA,"",1863,"Habitat / plot description","Habitat","Of/Rw","","",NA,"",NA,NA,"",NA,NA,NA
"Dainese","Matteo",164,"Italian Alps Plant Traits Database","Betula pubescens",7359,"Betula pubescens",1335900,9530495,3106,"Plant height vegetative",1937,"Plant height (unspecified if vegetative or reproductive)","Plant height [min]","1000","cm","Minimum",NA,"",NA,10,"m",NA,13668833,2.78543
"Dainese","Matteo",164,"Italian Alps Plant Traits Database","Betula pubescens",7359,"Betula pubescens",1335900,9530496,NA,"",1863,"Habitat / plot description","Habitat","Hl","","",NA,"",NA,NA,"",NA,NA,NA
"Dainese","Matteo",164,"Italian Alps Plant Traits Database","Carpinus betulus",10773,"Carpinus betulus",1336140,9531691,3106,"Plant height vegetative",1937,"Plant height (unspecified if vegetative or reproductive)","Plant height [min]","600","cm","Minimum",NA,"",NA,6,"m",NA,NA,2.38332
"Dainese","Matteo",164,"Italian Alps Plant Traits Database","Carpinus betulus",10773,"Carpinus betulus",1336140,9531692,NA,"",1863,"Habitat / plot description","Habitat","Of","","",NA,"",NA,NA,"",NA,NA,NA
"Dainese","Matteo",164,"Italian Alps Plant Traits Database","Cornus mas",14580,"Cornus mas",1336267,9532326,3106,"Plant height vegetative",1937,"Plant height (unspecified if vegetative or reproductive)","Plant height [min]","200","cm","Minimum",NA,"",NA,2,"m",NA,NA,1.51852
"Dainese","Matteo",164,"Italian Alps Plant Traits Database","Cornus mas",14580,"Cornus mas",1336267,9532327,NA,"",1863,"Habitat / plot description","Habitat","If","","",NA,"",NA,NA,"",NA,NA,NA
"Dainese","Matteo",164,"Italian Alps Plant Traits Database","Corylus avellana",14688,"Corylus avellana",1336280,9532391,3106,"Plant height vegetative",1937,"Plant height (unspecified if vegetative or reproductive)","Plant height [min]","100","cm","Minimum",NA,"",NA,1,"m",NA,NA,2.11038
"Dainese","Matteo",164,"Italian Alps Plant Traits Database","Corylus avellana",14688,"Corylus avellana",1336280,9532392,NA,"",1863,"Habitat / plot description","Habitat","Bf/Of/Rw","","",NA,"",NA,NA,"",NA,NA,NA
"Dainese","Matteo",164,"Italian Alps Plant Traits Database","Fraxinus excelsior",25247,"Fraxinus excelsior",1336623,9534106,3106,"Plant height vegetative",1937,"Plant height (unspecified if vegetative or reproductive)","Plant height [min]","800","cm","Minimum",NA,"",NA,8,"m",NA,NA,2.60978
"Dainese","Matteo",164,"Italian Alps Plant Traits Database","Fraxinus excelsior",25247,"Fraxinus excelsior",1336623,9534107,NA,"",1863,"Habitat / plot description","Habitat","Bf/Of","","",NA,"",NA,NA,"",NA,NA,NA
"Dainese","Matteo",164,"Italian Alps Plant Traits Database","Larix decidua",32364,"Larix decidua",1336962,9535801,3106,"Plant height vegetative",1937,"Plant height (unspecified if vegetative or reproductive)","Plant height [min]","2000","cm","Minimum",NA,"",NA,20,"m",NA,NA,3.33106
"Dainese","Matteo",164,"Italian Alps Plant Traits Database","Larix decidua",32364,"Larix decidua",1336962,9535802,NA,"",1863,"Habitat / plot description","Habitat","Cf","","",NA,"",NA,NA,"",NA,NA,NA
