"Lat","Long","Date","Tmin","Tmax","Tmean","Year","Month","ChillYear"
52.2167,14.1167,1951-01-01,-14.4999996758997,-7.46999983303249,-10.9849997544661,1951,1,1951
52.2167,14.1167,1951-01-02,-13.2599997036159,-1.62999996356666,-7.44499983359128,1951,1,1951
52.2167,14.1167,1951-01-03,-4.40999990142882,1.4899999666959,-1.45999996736646,1951,1,1951
52.2167,14.1167,1951-01-04,-5.48999987728894,0.599999986588955,-2.44499994534999,1951,1,1951
52.2167,14.1167,1951-01-05,-2.31999994814396,2.41999994590878,0.0499999988824129,1951,1,1951
52.2167,14.1167,1951-01-06,-2.72999993897974,3.4999999217689,0.384999991394579,1951,1,1951
52.2167,14.1167,1951-01-07,2.67999994009733,5.70999987237155,4.19499990623444,1951,1,1951
52.2167,14.1167,1951-01-08,1.86999995820224,6.55999985337257,4.21499990578741,1951,1,1951
52.2167,14.1167,1951-01-09,2.13999995216727,5.62999987415969,3.88499991316348,1951,1,1951
52.2167,14.1167,1951-01-10,1.96999995596707,6.32999985851347,4.14999990724027,1951,1,1951
52.2167,14.1167,1951-01-11,-0.239999994635582,4.78999989293516,2.27499994914979,1951,1,1951
52.2167,14.1167,1951-01-12,-0.549999987706542,7.69999982789159,3.57499992009252,1951,1,1951
52.2167,14.1167,1951-01-13,3.65999991819263,9.95999977737665,6.80999984778464,1951,1,1951
52.2167,14.1167,1951-01-14,1.10999997518957,4.95999988913536,3.03499993216246,1951,1,1951
52.2167,14.1167,1951-01-15,0.959999978542328,6.43999985605478,3.69999991729856,1951,1,1951
52.2167,14.1167,1951-01-16,0.989999977871776,5.81999986991286,3.40499992389232,1951,1,1951
52.2167,14.1167,1951-01-17,-0.599999986588955,3.3899999242276,1.39499996881932,1951,1,1951
52.2167,14.1167,1951-01-18,-0.88999998010695,4.22999990545213,1.66999996267259,1951,1,1951
52.2167,14.1167,1951-01-19,0.399999991059303,4.78999989293516,2.59499994199723,1951,1,1951
52.2167,14.1167,1951-01-20,2.53999994322658,4.66999989561737,3.60499991942197,1951,1,1951
52.2167,14.1167,1951-01-21,0.429999990388751,3.79999991506338,2.11499995272607,1951,1,1951
